regime,feature,consensus_normalized_rank,normalized_rank_std,contributing_cells,consensus_rank
bull,ROC_10,0.7201101928374656,0.18791086893621647,15,103
bull,Change_pct_D_lag2,0.7212121212121212,0.10291385709025955,15,104
bull,Close_to_SMA_10,0.7256198347107438,0.2045755645494859,15,105
bull,VMD_IMF_4,0.7300275482093663,0.21002299739905006,15,106
bull,Return_5D,0.7652892561983471,0.1750316562043747,15,107
bull,Upper_Shadow_D,0.7785123966942148,0.16354451049208643,15,108
bull,Change_pct_D_lag20,0.7812672176308539,0.15655390360677426,15,109
bull,Return_3D,0.7900826446280992,0.16326385993959508,15,110
bull,Change_pct_W,0.7922865013774104,0.19765391134220395,15,111
bull,Change_pct_D_lag1,0.793388429752066,0.13783153265572287,15,112
bull,Ratio_Close_D_to_W,0.7955922865013775,0.18581174592635896,15,113
bull,Spread_D,0.8044077134986226,0.08937563976132298,15,114
bull,Change_pct_D_lag3,0.8077134986225896,0.14515729349057827,15,115
bull,Volume_D_lag10,0.8121212121212121,0.13415319341844628,15,116
bull,Return_1D,0.8148760330578513,0.14169913239225482,15,117
bull,Volume_Change_20D,0.8545454545454546,0.1046686955304963,15,118
bull,Body_D,0.856749311294766,0.15642296483316404,15,119
bull,Ratio_Volume_D_to_W,0.8628099173553719,0.13159528218757516,15,120
bull,Volume_D_lag20,0.8986225895316804,0.10224802829454147,15,121
bull,Lower_Shadow_D,0.9586776859504132,0.05810368264162589,15,122
global,Close_D,0.0,0.0,15,1
global,WMA_60,0.07823691460055097,0.13029375294061535,15,2
global,Close_D_lag1,0.09531680440771349,0.080906556337653,15,3
global,SMA_60,0.09917355371900828,0.15533798519531625,15,4
global,WMA_5,0.1377410468319559,0.17090994346276694,15,5
global,Low_D,0.14986225895316804,0.09297148971537589,15,6
global,VMD_Denoised_Close,0.15261707988980716,0.13413137180883924,15,7
global,SMA_5,0.16639118457300275,0.18889487393065066,15,8
global,WMA_10,0.17079889807162535,0.1875418366825802,15,9
global,Low_W,0.19669421487603306,0.0963388661180089,15,10
