regime,feature,consensus_normalized_rank,normalized_rank_std,contributing_cells,consensus_rank
sideway,Volatility_5,0.5052341597796144,0.20769178461323962,15,58
sideway,Change_pct_M,0.5101928374655648,0.21129212337113149,15,59
sideway,Up_Ratio_20,0.5201101928374655,0.2184666548535518,15,60
sideway,ROC_60,0.5289256198347108,0.24816989947166457,15,61
sideway,Down_Ratio_10,0.5482093663911846,0.2378235038726807,15,62
sideway,Down_Ratio_20,0.5482093663911846,0.2315454681075242,15,63
sideway,MACD_Signal_9,0.559779614325069,0.19902154782619197,15,64
sideway,Volume_MA_5,0.5636363636363637,0.26463247214219265,15,65
sideway,Volatility_20,0.5652892561983471,0.23064049811524218,15,66
sideway,Volatility_10,0.5669421487603307,0.22778840284478216,15,67
sideway,Close_to_SMA_60,0.5696969696969697,0.2055810585632352,15,68
sideway,RSI_14,0.5707988980716254,0.2646373882657339,15,69
sideway,MACD_12_26,0.5856749311294766,0.24021569196299733,15,70
sideway,Return_20D,0.5856749311294766,0.125253717810024,15,71
sideway,Volume_W,0.5900826446280992,0.26631582229583906,15,72
sideway,Volume_Change_1D,0.5939393939393939,0.21252153559527617,15,73
sideway,Momentum_20,0.5988980716253444,0.17366237860830988,15,74
sideway,ROC_20,0.6038567493112947,0.20629176351051845,15,75
sideway,Body_abs_D,0.6126721763085399,0.1914092271411896,15,76
sideway,VMD_IMF_2,0.6137741046831956,0.2078467603965435,15,77
sideway,Up_Ratio_10,0.6148760330578512,0.21393855981921783,15,78
sideway,Volume_M,0.6209366391184573,0.2831686400042368,15,79
sideway,Change_pct_D_lag5,0.6303030303030304,0.19455913287568208,15,80
sideway,Change_pct_D,0.6363636363636364,0.20654071984741165,15,81
sideway,Volume_D_lag5,0.6385674931129477,0.16241499356649355,15,82
sideway,Volume_Change_5D,0.6628099173553719,0.1738121424535833,15,83
sideway,Change_pct_D_lag10,0.6666666666666666,0.20705187244202256,15,84
sideway,CCI_20,0.6677685950413222,0.1927384914950787,15,85
sideway,Body_W,0.6699724517906336,0.15956641450505687,15,86
sideway,Change_pct_D_lag2,0.6721763085399448,0.11806768982028291,15,87
sideway,Volume_Ratio_5,0.6743801652892562,0.21364190137125416,15,88
sideway,Volume_D_lag1,0.674931129476584,0.18852776781998998,15,89
sideway,MACD_Histogram,0.6826446280991736,0.18111380140856562,15,90
sideway,Close_to_SMA_5,0.6881542699724518,0.19004328596847278,15,91
sideway,ROC_5,0.6931129476584023,0.192096174563308,15,92
sideway,Spread_W,0.6931129476584023,0.15558485577697853,15,93
sideway,Volume_Ratio_20,0.6936639118457301,0.19155190761570792,15,94
sideway,VMD_IMF_4,0.6942148760330579,0.21394312058240245,15,95
sideway,VMD_IMF_3,0.6958677685950414,0.1602599681415855,15,96
sideway,Close_to_SMA_20,0.6964187327823692,0.19093966918735683,15,97
sideway,Volume_D_lag2,0.70633608815427,0.15022454877371755,15,98
sideway,Momentum_5,0.7085399449035813,0.2225377022821153,15,99
sideway,Volume_D_lag3,0.7112947658402203,0.23152018270345365,15,100
sideway,Momentum_10,0.721763085399449,0.19186237984334437,15,101
sideway,Close_to_SMA_10,0.7443526170798899,0.16367173918677344,15,102
sideway,Volume_D,0.7476584022038568,0.14341255650588985,15,103
sideway,Ratio_Close_D_to_M,0.7482093663911846,0.2039944438554047,15,104
sideway,Change_pct_D_lag20,0.7553719008264463,0.1684989424477742,15,105
sideway,Return_5D,0.7581267217630854,0.16265512231656679,15,106
sideway,Change_pct_D_lag1,0.7608815426997245,0.15001655945187028,15,107
sideway,Return_10D,0.7625344352617079,0.1422032056665456,15,108
sideway,Upper_Shadow_D,0.7658402203856749,0.17790318306204408,15,109
sideway,Change_pct_D_lag3,0.777961432506887,0.15501940302995504,15,110
sideway,ROC_10,0.777961432506887,0.15596068532826768,15,111
sideway,Return_1D,0.7790633608815427,0.15393298213549644,15,112
sideway,Return_3D,0.7796143250688705,0.16863979157776296,15,113
sideway,Ratio_Close_D_to_W,0.7911845730027548,0.21069093641324185,15,114
sideway,Volume_D_lag10,0.7961432506887053,0.16835024785436134,15,115
sideway,Spread_D,0.8022038567493114,0.09342168367972924,15,116
sideway,Change_pct_W,0.8044077134986226,0.1826391967295625,15,117
sideway,Body_D,0.8297520661157025,0.16971064103124875,15,118
sideway,Volume_D_lag20,0.8385674931129476,0.14163255254202534,15,119
sideway,Ratio_Volume_D_to_W,0.8661157024793389,0.1159636115453058,15,120
sideway,Volume_Change_20D,0.8716253443526171,0.10274305609100035,15,121
sideway,Lower_Shadow_D,0.9570247933884297,0.05710430266288501,15,122
