model,fold,test_year,base_seed,arm,window,n_test,fit_seconds,inference_seconds,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm_cnn,fold_1,2022,789,News-Only,20,241,6.724499500000093,0.5338463000007323,86.24392781212934,78.51615253345604,7.940139339900129,-14.015717292237476,0.44583333333333336,0.5,0.0,1.0,240,1,0,107,0,133,0,0.0
lstm_cnn,fold_1,2022,789,Global-Numeric-Shuffled-News,20,241,7.069742599996971,0.5033942999943974,23.550859115616863,19.342891147136676,1.9673129285976254,-0.11970221453572072,0.5041666666666667,0.4987351556461247,-0.002527469643210421,1.0,240,1,0,48,59,60,73,0.55
lstm_cnn,fold_1,2022,789,Global-Numeric-Lagged-News,20,241,7.218675199997961,0.5755946000062977,26.074617077941976,19.60602665875958,1.9948828897087865,-0.37253967382821007,0.5208333333333334,0.5329562223315297,0.06711889135444939,1.0,240,1,0,69,38,77,56,0.39166666666666666
lstm_cnn,fold_1,2022,789,Global-Numeric-Random-Features,20,241,6.859714599995641,0.6233724000048824,24.97731337817182,19.92740876414963,2.0308236461669193,-0.2594486747630662,0.49166666666666664,0.4828894666572975,-0.03445427889636166,1.0,240,1,0,43,64,58,75,0.5791666666666667
