model,fold,test_year,arm,base_seed,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,ablation
pit_dern,fold_1,2022,Global-Numeric,42,241,32.713608910696706,26.142007585288145,2.6579198723761386,-1.1604585728887393,0.4166666666666667,0.442625254725599,-0.13100173345620783,1.0,240,1,0,73,34,106,27,0.25416666666666665,encoder_only
pit_dern,fold_1,2022,Global-Numeric,42,241,8.630822262513291,6.663881408575701,0.6778582450847978,0.8496188594025031,0.5083333333333333,0.5070620476424706,0.014045359557418187,1.0,240,1,0,53,54,64,69,0.5125,standard_retrieval
pit_dern,fold_1,2022,Global-Numeric,42,241,7.268737900693387,5.672807747684549,0.5771898500572068,0.8933386572763395,0.5041666666666667,0.50330264914623,0.0065673358325027765,1.0,240,1,0,53,54,65,68,0.5083333333333333,dual_evidence
pit_dern,fold_1,2022,Global-Numeric,42,241,32.0632342963817,25.630829580124736,2.606232268395782,-1.0754089506103042,0.4166666666666667,0.442625254725599,-0.13100173345620783,1.0,240,1,0,73,34,106,27,0.25416666666666665,pit_dern
pit_dern,fold_1,2022,Global-Numeric,42,241,32.4732238263525,25.948879406732193,2.6383261449363133,-1.1288244042732267,0.4166666666666667,0.442625254725599,-0.13100173345620783,1.0,240,1,0,73,34,106,27,0.25416666666666665,shuffled_retrieval_control
pit_dern,fold_1,2022,Global-Numeric-News,42,241,23.543042646396973,18.463261967121976,1.8785789696277966,-0.1189590853403264,0.3875,0.4153959665518937,-0.1988546945545855,1.0,240,1,0,72,35,112,21,0.23333333333333334,encoder_only
pit_dern,fold_1,2022,Global-Numeric-News,42,241,9.474395549065505,7.702287086712241,0.7829230472092207,0.8187858723456954,0.38333333333333336,0.39153959665518934,-0.21902403045155078,1.0,240,1,0,50,57,91,42,0.4125,standard_retrieval
pit_dern,fold_1,2022,Global-Numeric-News,42,241,7.497168935791028,5.897967516618705,0.6003921738383091,0.8865293291883565,0.39166666666666666,0.3990583936476706,-0.20325902108674962,1.0,240,1,0,50,57,89,44,0.42083333333333334,dual_evidence
pit_dern,fold_1,2022,Global-Numeric-News,42,241,22.688957197357407,17.831191005823456,1.8143383519408318,-0.03924537372533021,0.3875,0.4153959665518937,-0.1988546945545855,1.0,240,1,0,72,35,112,21,0.23333333333333334,pit_dern
pit_dern,fold_1,2022,Global-Numeric-News,42,241,23.320344722094962,18.308809509757687,1.8628388130586753,-0.09789033027174732,0.3875,0.4153959665518937,-0.1988546945545855,1.0,240,1,0,72,35,112,21,0.23333333333333334,shuffled_retrieval_control
pit_dern,fold_1,2022,Regime-SHAP-Numeric,42,241,25.164056257211595,20.815650898739687,2.118497728039045,-0.27835161107431605,0.4041666666666667,0.4313470592368772,-0.15942526930573495,1.0,240,1,0,73,34,109,24,0.24166666666666667,encoder_only
pit_dern,fold_1,2022,Regime-SHAP-Numeric,42,241,8.092393670780245,6.379668004767151,0.6504074876240867,0.8677964760214478,0.4583333333333333,0.4528142786873727,-0.09421269052413492,1.0,240,1,0,43,64,66,67,0.5458333333333333,standard_retrieval
pit_dern,fold_1,2022,Regime-SHAP-Numeric,42,241,7.133210612433056,5.4766062888054226,0.5578570174255698,0.8972790275215224,0.4791666666666667,0.4752652659686599,-0.04928797252089901,1.0,240,1,0,47,60,65,68,0.5333333333333333,dual_evidence
pit_dern,fold_1,2022,Regime-SHAP-Numeric,42,241,24.93678497719228,20.634550731344955,2.1001335977564137,-0.25536480646456483,0.4041666666666667,0.4313470592368772,-0.15942526930573495,1.0,240,1,0,73,34,109,24,0.24166666666666667,pit_dern
pit_dern,fold_1,2022,Regime-SHAP-Numeric,42,241,25.040752498297465,20.715666700207695,2.108312781380793,-0.2658544703114254,0.4041666666666667,0.4313470592368772,-0.15942526930573495,1.0,240,1,0,73,34,109,24,0.24166666666666667,shuffled_retrieval_control
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,42,241,26.127907541734565,20.814081588381608,2.114795006807457,-0.3781557117942147,0.44583333333333336,0.4598060571990724,-0.08291730633367406,1.0,240,1,0,63,44,89,44,0.36666666666666664,encoder_only
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,42,241,8.655351195097863,6.803784708546356,0.6926122133971386,0.8487628736335406,0.475,0.4678518726723351,-0.06442313441297873,1.0,240,1,0,43,64,62,71,0.5625,standard_retrieval
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,42,241,7.191696729149609,5.419224403355237,0.5514353285129302,0.8955876769428388,0.49583333333333335,0.49212985735366455,-0.01568253671119514,1.0,240,1,0,49,58,63,70,0.5333333333333333,dual_evidence
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,42,241,25.319025553089485,20.2404441611505,2.0564583366410356,-0.29414518971339576,0.44583333333333336,0.4598060571990724,-0.08291730633367406,1.0,240,1,0,63,44,89,44,0.36666666666666664,pit_dern
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,42,241,25.99052535415366,20.726213798838867,2.1057807237203883,-0.36370095447955575,0.44166666666666665,0.4560466587028318,-0.09089379964071032,1.0,240,1,0,63,44,90,43,0.3625,shuffled_retrieval_control
