track,comparison_id,comparison_label,model,metric,control_label,treatment_label,control_value,treatment_value,delta,delta_unit,better_when,improved,improved_count_within_comparison_metric,raw_pvalue,holm_adjusted_pvalue,statistical_status,evidence_class,temporal_units,seeds,source_artifact,note
C,track_c_regime_shap_vs_regime_all,SHAP reduction within the same regime router,lstm_cnn_attention,balanced_accuracy,Regime-All,Regime-SHAP,0.5374808649363048,0.5300825050284987,-0.7398359907806018,percentage_points,higher,False,2,0.5,1.0,not_holm_significant,registered_post_hoc_robustness,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Registered paired contrast; Track C remains post-hoc robustness evidence.
C,track_c_regime_shap_vs_regime_all,SHAP reduction within the same regime router,lstm_cnn_attention,direction_accuracy,Regime-All,Regime-SHAP,0.5312206851560428,0.5291872749911126,-0.2033410164930194,percentage_points,higher,False,2,0.875,1.0,not_holm_significant,registered_post_hoc_robustness,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Registered paired contrast; Track C remains post-hoc robustness evidence.
C,track_c_regime_shap_vs_regime_all,SHAP reduction within the same regime router,lstm_cnn_attention,rmse,Regime-All,Regime-SHAP,22.11974834066347,21.76716498821932,-0.3525833524441495,index_points,lower,True,2,0.875,1.0,not_holm_significant,registered_post_hoc_robustness,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Registered paired contrast; Track C remains post-hoc robustness evidence.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm,balanced_accuracy,Global3-All,Regime-SHAP,0.5321551523130951,0.5117305780479124,-2.0424574265182627,percentage_points,higher,False,3,0.25,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm,direction_accuracy,Global3-All,Regime-SHAP,0.5251875665111507,0.515811260171357,-0.9376306339793694,percentage_points,higher,False,3,0.5,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm,rmse,Global3-All,Regime-SHAP,11.926700693216556,13.377487622370024,1.4507869291534679,index_points,lower,False,4,0.75,0.75,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,cnn,balanced_accuracy,Global3-All,Regime-SHAP,0.5243710700366917,0.5452792987333088,2.0908228696617126,percentage_points,higher,True,3,1.0,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,cnn,direction_accuracy,Global3-All,Regime-SHAP,0.5250057211169357,0.5426800425729263,1.7674321455990682,percentage_points,higher,True,3,1.0,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,cnn,rmse,Global3-All,Regime-SHAP,21.52572751324927,19.668918921582787,-1.856808591666482,index_points,lower,True,4,0.25,0.625,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn,balanced_accuracy,Global3-All,Regime-SHAP,0.5265869194920311,0.5323351867140959,0.5748267222064785,percentage_points,higher,True,3,0.625,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn,direction_accuracy,Global3-All,Regime-SHAP,0.52095319453274,0.5321378732006526,1.1184678667912618,percentage_points,higher,True,3,0.75,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn,rmse,Global3-All,Regime-SHAP,31.919645257210775,18.890702976134172,-13.028942281076603,index_points,lower,True,4,0.125,0.625,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_attention,balanced_accuracy,Global3-All,Regime-SHAP,0.5215225130323148,0.4961326267579658,-2.538988627434896,percentage_points,higher,False,3,0.375,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_attention,direction_accuracy,Global3-All,Regime-SHAP,0.5083564132092449,0.4957253305148238,-1.2631082694421036,percentage_points,higher,False,3,0.875,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_attention,rmse,Global3-All,Regime-SHAP,26.038942721224565,17.680164594912117,-8.358778126312448,index_points,lower,True,4,0.125,0.625,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn_attention,balanced_accuracy,Global3-All,Regime-SHAP,0.5098805186385994,0.5300825050284987,2.020198638989934,percentage_points,higher,True,3,0.5,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn_attention,direction_accuracy,Global3-All,Regime-SHAP,0.4967649562517297,0.5291872749911126,3.242231873938295,percentage_points,higher,True,3,0.25,1.0,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
C,track_c_regime_shap_vs_global3_all,Regime-SHAP versus capacity-matched Global3-All,lstm_cnn_attention,rmse,Global3-All,Regime-SHAP,46.39856801256066,21.76716498821932,-24.63140302434134,index_points,lower,True,4,0.125,0.625,not_holm_significant,registered_post_hoc_capacity_control,4,5,outputs/track_c/outer_v2/arm_summary.csv | outputs/track_c/outer_v2/inference_holm_adjusted.csv,Capacity-matched routing contrast; no confirmatory regime claim.
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm,balanced_accuracy,Direct direction,Multitask direction + return,0.5441845354126056,0.5139701104613386,-3.0214424951267027,percentage_points,higher,False,1,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm,direction_accuracy,Direct direction,Multitask direction + return,0.5289855072463768,0.5942028985507246,6.521739130434778,percentage_points,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm,auc,Direct direction,Multitask direction + return,0.533246696989387,0.5018410223088585,-0.03140567468052846,raw,higher,False,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,cnn,balanced_accuracy,Direct direction,Multitask direction + return,0.5,0.5,0.0,percentage_points,higher,False,1,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,cnn,direction_accuracy,Direct direction,Multitask direction + return,0.5869565217391305,0.5869565217391305,0.0,percentage_points,higher,False,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,cnn,auc,Direct direction,Multitask direction + return,0.4959930690924843,0.4944769330734243,-0.0015161360190600326,raw,higher,False,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn,balanced_accuracy,Direct direction,Multitask direction + return,0.521117608836907,0.5,-2.1117608836907054,percentage_points,higher,False,1,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn,direction_accuracy,Direct direction,Multitask direction + return,0.4927536231884058,0.5869565217391305,9.420289855072467,percentage_points,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn,auc,Direct direction,Multitask direction + return,0.4853801169590643,0.5167857916395928,0.03140567468052852,raw,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_attention,balanced_accuracy,Direct direction,Multitask direction + return,0.4961013645224171,0.5120207927225471,1.5919428200129981,percentage_points,higher,True,1,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_attention,direction_accuracy,Direct direction,Multitask direction + return,0.5579710144927537,0.5797101449275363,2.1739130434782594,percentage_points,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_attention,auc,Direct direction,Multitask direction + return,0.50682261208577,0.5115876110028157,0.004764998917045737,raw,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn_attention,balanced_accuracy,Direct direction,Multitask direction + return,0.5,0.5,0.0,percentage_points,higher,False,1,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn_attention,direction_accuracy,Direct direction,Multitask direction + return,0.5869565217391305,0.5869565217391305,0.0,percentage_points,higher,False,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
D,track_d_multitask_vs_direct,Multitask direction/return versus direct direction,lstm_cnn_attention,auc,Direct direction,Multitask direction + return,0.4842971626597357,0.5150530647606671,0.03075590210093143,raw,higher,True,3,,,descriptive_no_inference,source_contingency_partial_2026_forward,138,5,outputs/track_d_q2/paper_predictive_summary.csv,"Frozen model protocol, but alternative source/parser deviations; DA gains may reflect one-sided prediction collapse."
