fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2419,241,25.26405592832574,20.726869247939067,2.0935225924827776,-0.2885319048380415,0.45228215767634855
fold_2,2012,2022,2023,2660,243,33.244358183675814,28.546207646362106,3.1139386580823527,0.44175393902179183,0.48559670781893005
fold_3,2012,2023,2024,2903,244,31.615442154317797,27.69242048371037,3.2648550183380483,0.48457087911361973,0.4959016393442623
fold_4,2012,2024,2025,3147,234,33.03427869826189,26.706236938278924,3.4478035262826943,0.5787418027040189,0.4700854700854701
