variant,cells,wall_seconds_total,wall_seconds_mean,wall_seconds_std,inference_parameters
negative_memory_only,10,75.36954640003387,7.536954640003387,0.3836403839246012,9691
positive_memory_only,10,74.43405730003724,7.4434057300037235,0.3555765532567108,9691
sea_lstm,10,75.11430600000313,7.511430600000312,0.43818049959394895,9691
standard_lstm,10,64.504707300046,6.450470730004599,0.40343981275627877,9553
