protocol_id,variant,validation_year,seed,device,trainable_parameters,fit_seconds,inference_seconds,final_training_loss,training_sequences,validation_sequences,observations,balanced_accuracy,direction_accuracy,mcc,binary_crossentropy,brier_score,rmse,mae,predicted_up_share,turning_observations,turning_accuracy
tcrc-lstm-posthoc-development-v1,lstm_anchor,2021,456,cpu,21420,2.7619556999998167,0.006117299984907731,0.44967466592788696,467,240,240,0.4742178245418438,0.4791666666666667,-0.052206745375663596,0.8113533245300236,0.29509845370699944,10.12197695939929,7.698284424631336,0.5833333333333334,240,0.525
tcrc-lstm-posthoc-development-v1,cnn_residual,2021,456,cpu,21420,2.737745200021891,0.005447199975606054,0.3987012803554535,467,240,240,0.46533342624207374,0.4666666666666667,-0.06927524523209455,0.9805644809866739,0.33879121024781256,13.346138884663095,10.369701163879702,0.5208333333333334,240,0.5375
tcrc-lstm-posthoc-development-v1,latent_turn_gate,2021,456,cpu,21420,2.8269723000121303,0.006136300013167784,0.33215200901031494,467,240,240,0.4978050310082921,0.5,-0.004394840547080383,0.9016866227564152,0.318675689820375,12.024714134070422,9.28832152518993,0.5375,240,0.525
tcrc-lstm-posthoc-development-v1,supervised_turn_gate,2021,456,cpu,21420,3.0840070999984164,0.005517599987797439,0.48145195841789246,467,240,240,0.5056790467563236,0.5083333333333333,0.011386693359732174,0.8834322466136657,0.31435217779274216,11.759165528408221,9.165175992382729,0.5458333333333333,240,0.525
tcrc-lstm-posthoc-development-v1,tcrc_full,2021,456,cpu,21420,3.1092035000037868,0.006141799996839836,0.7065123319625854,467,240,240,0.4874921608250296,0.49166666666666664,-0.02522751484637608,0.880104763716129,0.31245274495866016,11.462396995056483,8.769074305480233,0.5708333333333333,240,0.5375
