fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,6.832266925376151,5.15415295820993,0.5247458413474375,0.9057636018058953,0.5311203319502075
fold_2,2012,2022,2023,2600,243,7.437263106097792,5.682988696485418,0.6136150758775583,0.9720606657749054,0.5390946502057613
fold_3,2012,2023,2024,2843,244,6.82224698438513,5.168111094830679,0.5976938445791996,0.9759992226589015,0.48770491803278687
fold_4,2012,2024,2025,3087,234,9.949316705310546,7.710557178522786,0.9778340508537956,0.9617875204769425,0.452991452991453
