inner_fold,seed,anchor_split,strategy,anchor_index,source_index,anchor_date,source_date,source_partition,source_before_anchor,endpoint_gap_rows,regime_agreement,coverage_distance,same_year
inner_2020,42,train,matched,76,14,2019-04-30,2019-01-28,inner_train,True,62.0,True,0.1451820098444978,True
inner_2020,42,train,matched,77,14,2019-05-02,2019-01-28,inner_train,True,63.0,True,0.19782574332991976,True
inner_2020,42,train,matched,78,21,2019-05-03,2019-02-06,inner_train,True,57.0,True,0.28900713438148884,True
inner_2020,42,train,matched,79,37,2019-05-07,2019-03-01,inner_train,True,42.0,True,0.2775468505577381,True
inner_2020,42,train,matched,80,37,2019-05-08,2019-03-01,inner_train,True,43.0,True,0.09352605801082392,True
inner_2020,42,train,matched,81,38,2019-05-09,2019-03-04,inner_train,True,43.0,True,0.16537199848018158,True
inner_2020,42,train,matched,82,39,2019-05-10,2019-03-05,inner_train,True,43.0,True,0.5859330962527958,True
inner_2020,42,train,matched,83,42,2019-05-13,2019-03-08,inner_train,True,41.0,True,0.9330316447550451,True
inner_2020,42,train,matched,84,44,2019-05-14,2019-03-12,inner_train,True,40.0,True,1.4680324633786723,True
inner_2020,42,train,matched,85,42,2019-05-15,2019-03-08,inner_train,True,43.0,True,1.5879576124947934,True
inner_2020,42,train,matched,86,38,2019-05-16,2019-03-04,inner_train,True,48.0,True,1.9568392195875042,True
inner_2020,42,train,matched,87,42,2019-05-17,2019-03-08,inner_train,True,45.0,True,1.7522606637860698,True
inner_2020,42,train,matched,88,42,2019-05-21,2019-03-08,inner_train,True,46.0,True,1.4901890562148892,True
inner_2020,42,train,matched,89,84,2019-05-22,2019-05-14,inner_train,True,5.0,True,0.19308052619547578,True
inner_2020,42,train,matched,90,84,2019-05-23,2019-05-14,inner_train,True,6.0,True,0.4214017003709767,True
inner_2020,42,train,matched,91,81,2019-05-24,2019-05-09,inner_train,True,10.0,True,0.12251359488407587,True
inner_2020,42,train,matched,92,42,2019-05-27,2019-03-08,inner_train,True,50.0,True,0.3253501069229392,True
inner_2020,42,train,matched,93,43,2019-05-28,2019-03-11,inner_train,True,50.0,True,0.25869453557852884,True
inner_2020,42,train,matched,94,41,2019-05-29,2019-03-07,inner_train,True,53.0,True,0.38077249551779246,True
inner_2020,42,train,matched,95,43,2019-05-30,2019-03-11,inner_train,True,52.0,True,0.3320178862718328,True
inner_2020,42,train,matched,96,41,2019-05-31,2019-03-07,inner_train,True,55.0,True,0.3442148997839949,True
inner_2020,42,train,matched,97,6,2019-06-04,2019-01-16,inner_train,True,91.0,True,0.12726177961092766,True
inner_2020,42,train,matched,98,37,2019-06-05,2019-03-01,inner_train,True,61.0,True,0.13434805253107873,True
inner_2020,42,train,matched,99,13,2019-06-06,2019-01-25,inner_train,True,86.0,True,0.09531017980432477,True
inner_2020,42,train,matched,100,25,2019-06-07,2019-02-12,inner_train,True,75.0,True,0.022989518224698635,True
inner_2020,42,train,matched,101,32,2019-06-10,2019-02-22,inner_train,True,69.0,True,0.09985951946747873,True
inner_2020,42,train,matched,102,63,2019-06-11,2019-04-09,inner_train,True,39.0,True,0.1208647021937912,True
inner_2020,42,train,matched,103,67,2019-06-12,2019-04-17,inner_train,True,36.0,True,0.2267733193647885,True
inner_2020,42,train,matched,104,68,2019-06-13,2019-04-18,inner_train,True,36.0,True,0.04445176257083361,True
inner_2020,42,train,matched,105,52,2019-06-14,2019-03-22,inner_train,True,53.0,True,0.08536837697210142,True
inner_2020,42,train,matched,106,63,2019-06-17,2019-04-09,inner_train,True,43.0,True,0.2291455699992082,True
inner_2020,42,train,matched,107,74,2019-06-18,2019-04-26,inner_train,True,33.0,True,0.15700374880966494,True
inner_2020,42,train,matched,108,74,2019-06-19,2019-04-26,inner_train,True,34.0,True,0.03774032798284699,True
inner_2020,42,train,matched,109,72,2019-06-20,2019-04-24,inner_train,True,37.0,True,0.09909090264423082,True
inner_2020,42,train,matched,110,61,2019-06-21,2019-04-04,inner_train,True,49.0,True,0.13126638599367046,True
inner_2020,42,train,matched,111,13,2019-06-24,2019-01-25,inner_train,True,98.0,True,0.07094282335603053,True
inner_2020,42,train,matched,112,73,2019-06-25,2019-04-25,inner_train,True,39.0,True,0.11114924383407088,True
inner_2020,42,train,matched,113,106,2019-06-26,2019-06-17,inner_train,True,7.0,True,0.1044350181368836,True
inner_2020,42,train,matched,114,69,2019-06-27,2019-04-19,inner_train,True,45.0,True,0.05541583914156911,True
inner_2020,42,train,matched,115,74,2019-06-28,2019-04-26,inner_train,True,41.0,True,0.09579106464167575,True
inner_2020,42,train,matched,116,25,2019-07-01,2019-02-12,inner_train,True,91.0,True,0.13631820353170188,True
inner_2020,42,train,matched,117,52,2019-07-02,2019-03-22,inner_train,True,65.0,True,0.06243294057321869,True
inner_2020,42,train,matched,118,12,2019-07-03,2019-01-24,inner_train,True,106.0,True,0.13353139262452274,True
inner_2020,42,train,matched,119,66,2019-07-04,2019-04-12,inner_train,True,53.0,True,0.0,True
inner_2020,42,train,matched,120,102,2019-07-05,2019-06-11,inner_train,True,18.0,True,0.1278333715098845,True
inner_2020,42,train,matched,121,63,2019-07-08,2019-04-09,inner_train,True,58.0,True,0.04082199452025481,True
inner_2020,42,train,matched,122,105,2019-07-09,2019-06-14,inner_train,True,17.0,True,0.09763846956391609,True
inner_2020,42,train,matched,123,100,2019-07-10,2019-06-07,inner_train,True,23.0,True,0.06744128079553269,True
inner_2020,42,train,matched,124,118,2019-07-11,2019-07-03,inner_train,True,6.0,True,0.09531017980432477,True
inner_2020,42,train,matched,125,100,2019-07-12,2019-06-07,inner_train,True,25.0,True,0.10380892496640737,True
inner_2020,42,train,matched,126,23,2019-07-15,2019-02-08,inner_train,True,103.0,True,0.09608687887249712,True
inner_2020,42,train,matched,127,7,2019-07-17,2019-01-17,inner_train,True,120.0,True,0.1663577058049408,True
inner_2020,42,train,matched,128,97,2019-07-18,2019-06-04,inner_train,True,31.0,True,0.13237688027769767,True
inner_2020,42,train,matched,129,56,2019-07-19,2019-03-28,inner_train,True,73.0,True,0.15906469462968742,True
inner_2020,42,train,matched,130,6,2019-07-22,2019-01-16,inner_train,True,124.0,True,0.08784960000601849,True
inner_2020,42,train,matched,131,98,2019-07-23,2019-06-05,inner_train,True,33.0,True,0.11332868530700324,True
inner_2020,42,train,matched,132,80,2019-07-24,2019-05-08,inner_train,True,52.0,True,0.11450971031141366,True
inner_2020,42,train,matched,133,36,2019-07-25,2019-02-28,inner_train,True,97.0,True,0.08654528516110327,True
inner_2020,42,train,matched,134,79,2019-07-26,2019-05-07,inner_train,True,55.0,True,0.016260520871780315,True
inner_2020,42,train,matched,135,91,2019-07-30,2019-05-24,inner_train,True,44.0,True,0.0,True
inner_2020,42,train,matched,136,44,2019-07-31,2019-03-12,inner_train,True,92.0,True,0.0816780310142673,True
inner_2020,42,train,matched,137,41,2019-08-01,2019-03-07,inner_train,True,96.0,True,0.3207429347126691,True
inner_2020,42,train,matched,138,93,2019-08-02,2019-05-28,inner_train,True,45.0,True,0.29423947299794007,True
inner_2020,42,train,matched,139,44,2019-08-05,2019-03-12,inner_train,True,95.0,True,0.28279208715758886,True
inner_2020,42,train,matched,140,44,2019-08-06,2019-03-12,inner_train,True,96.0,True,0.2586945355785284,True
inner_2020,42,train,matched,141,136,2019-08-07,2019-07-31,inner_train,True,5.0,True,0.2597082204093746,True
inner_2020,42,train,matched,142,44,2019-08-08,2019-03-12,inner_train,True,98.0,True,0.18970166409157718,True
inner_2020,42,train,matched,143,41,2019-08-09,2019-03-07,inner_train,True,102.0,True,0.07061756721395307,True
inner_2020,42,train,matched,144,136,2019-08-13,2019-07-31,inner_train,True,8.0,True,0.052277863887717047,True
inner_2020,42,train,matched,145,42,2019-08-14,2019-03-08,inner_train,True,103.0,True,0.4270769512236514,True
inner_2020,42,train,matched,146,82,2019-08-15,2019-05-10,inner_train,True,64.0,True,0.3763926851943711,True
inner_2020,42,train,matched,147,84,2019-08-16,2019-05-14,inner_train,True,63.0,True,0.2541821322475055,True
inner_2020,42,train,matched,148,89,2019-08-19,2019-05-22,inner_train,True,59.0,True,0.3016928095213798,True
inner_2020,42,train,matched,149,82,2019-08-20,2019-05-10,inner_train,True,67.0,True,0.2587422808099835,True
inner_2020,42,train,matched,150,82,2019-08-21,2019-05-10,inner_train,True,68.0,True,0.035657164567275856,True
inner_2020,42,train,matched,151,135,2019-08-22,2019-07-30,inner_train,True,16.0,True,0.06535518104412708,True
inner_2020,42,train,matched,152,43,2019-08-23,2019-03-11,inner_train,True,109.0,True,0.1371092139724066,True
inner_2020,42,train,matched,153,138,2019-08-26,2019-08-02,inner_train,True,15.0,True,0.5254012665412722,True
inner_2020,42,train,matched,154,96,2019-08-27,2019-05-31,inner_train,True,58.0,True,0.6838704696884546,True
inner_2020,42,train,matched,155,94,2019-08-28,2019-05-29,inner_train,True,61.0,True,0.7254224004346281,True
inner_2020,42,train,matched,156,96,2019-08-29,2019-05-31,inner_train,True,60.0,True,0.5885602898841293,True
inner_2020,42,train,matched,157,9,2019-08-30,2019-01-21,inner_train,True,148.0,True,0.8752746395016713,True
inner_2020,42,train,matched,158,2,2019-09-02,2019-01-10,inner_train,True,156.0,True,0.22870942839165487,True
inner_2020,42,train,matched,159,127,2019-09-03,2019-07-17,inner_train,True,32.0,True,0.03774032798284699,True
inner_2020,42,train,matched,160,61,2019-09-04,2019-04-04,inner_train,True,99.0,True,0.018692133012152556,True
inner_2020,42,train,matched,161,24,2019-09-05,2019-02-11,inner_train,True,137.0,True,0.06899287148695166,True
inner_2020,42,train,matched,162,21,2019-09-06,2019-02-06,inner_train,True,141.0,True,0.12570974039860694,True
inner_2020,42,train,matched,163,112,2019-09-09,2019-06-25,inner_train,True,51.0,True,0.15489251962389083,True
inner_2020,42,train,matched,164,112,2019-09-10,2019-06-25,inner_train,True,52.0,True,0.07208572677295377,True
inner_2020,42,train,matched,165,107,2019-09-11,2019-06-18,inner_train,True,58.0,True,0.06236224171497584,True
inner_2020,42,train,matched,166,109,2019-09-12,2019-06-20,inner_train,True,57.0,True,0.12260232209233246,True
inner_2020,42,train,matched,167,72,2019-09-13,2019-04-24,inner_train,True,95.0,True,0.019048194970694432,True
inner_2020,42,train,matched,168,158,2019-09-16,2019-09-02,inner_train,True,10.0,True,0.32634789795557095,True
inner_2020,42,train,matched,169,62,2019-09-17,2019-04-05,inner_train,True,107.0,True,0.279960026357871,True
inner_2020,42,train,matched,170,54,2019-09-18,2019-03-26,inner_train,True,116.0,True,0.3995999886557664,True
inner_2020,42,train,matched,171,1,2019-09-19,2019-01-09,inner_train,True,170.0,True,0.6079893722196386,True
inner_2020,42,train,matched,172,156,2019-09-20,2019-08-29,inner_train,True,16.0,True,0.5953248874661003,True
inner_2020,42,train,matched,173,155,2019-09-23,2019-08-28,inner_train,True,18.0,True,0.279960026357871,True
inner_2020,42,train,matched,174,156,2019-09-24,2019-08-29,inner_train,True,18.0,True,0.14933957673084786,True
inner_2020,42,train,matched,175,92,2019-09-25,2019-05-27,inner_train,True,83.0,True,0.4531098253139487,True
inner_2020,42,train,matched,176,91,2019-09-26,2019-05-24,inner_train,True,85.0,True,0.3496651384413041,True
inner_2020,42,train,matched,177,79,2019-09-27,2019-05-07,inner_train,True,98.0,True,0.15847851996076923,True
inner_2020,42,train,matched,178,133,2019-09-30,2019-07-25,inner_train,True,45.0,True,0.14909590916563387,True
inner_2020,42,train,matched,179,42,2019-10-01,2019-03-08,inner_train,True,137.0,True,0.27343004974457896,True
inner_2020,42,train,matched,180,151,2019-10-02,2019-08-22,inner_train,True,29.0,True,0.27329333499968156,True
inner_2020,42,train,matched,181,44,2019-10-03,2019-03-12,inner_train,True,137.0,True,0.12169693497751988,True
inner_2020,42,train,matched,182,94,2019-10-04,2019-05-29,inner_train,True,88.0,True,0.11778303565638337,True
inner_2020,42,train,matched,183,141,2019-10-07,2019-08-07,inner_train,True,42.0,True,0.18151995354461814,True
inner_2020,42,train,matched,184,141,2019-10-08,2019-08-07,inner_train,True,43.0,True,0.13451709994928196,True
inner_2020,42,train,matched,185,138,2019-10-09,2019-08-02,inner_train,True,47.0,True,0.1281751934239974,True
inner_2020,42,train,matched,186,137,2019-10-10,2019-08-01,inner_train,True,49.0,True,0.1704870991469516,True
inner_2020,42,train,matched,187,182,2019-10-11,2019-10-04,inner_train,True,5.0,True,0.058840500022933284,True
inner_2020,42,train,matched,188,31,2019-10-15,2019-02-21,inner_train,True,157.0,True,0.04445176257083405,True
inner_2020,42,train,matched,189,159,2019-10-16,2019-09-03,inner_train,True,30.0,True,0.05942342047080107,True
inner_2020,42,train,matched,190,2,2019-10-17,2019-01-10,inner_train,True,188.0,True,0.13976194237515882,True
inner_2020,42,train,matched,191,62,2019-10-18,2019-04-05,inner_train,True,129.0,True,0.11000089521432876,True
inner_2020,42,train,matched,192,127,2019-10-21,2019-07-17,inner_train,True,65.0,True,0.07696104113612856,True
inner_2020,42,train,matched,193,169,2019-10-22,2019-09-17,inner_train,True,24.0,True,0.09880058474409381,True
inner_2020,42,train,matched,194,9,2019-10-24,2019-01-21,inner_train,True,185.0,True,0.2231435513142097,True
inner_2020,42,train,matched,195,168,2019-10-25,2019-09-16,inner_train,True,27.0,True,0.0747656505726928,True
inner_2020,42,train,matched,196,138,2019-10-28,2019-08-02,inner_train,True,58.0,True,0.4775508348811184,True
inner_2020,42,train,matched,197,137,2019-10-29,2019-08-01,inner_train,True,60.0,True,0.44839015282519856,True
inner_2020,42,train,matched,198,96,2019-10-30,2019-05-31,inner_train,True,102.0,True,0.23508030551902248,True
inner_2020,42,train,matched,199,130,2019-10-31,2019-07-22,inner_train,True,69.0,True,0.03509131981126945,True
inner_2020,42,train,matched,200,57,2019-11-01,2019-03-29,inner_train,True,143.0,True,0.11658757825160926,True
inner_2020,42,train,matched,201,57,2019-11-04,2019-03-29,inner_train,True,144.0,True,0.3680349057286709,True
inner_2020,42,train,matched,202,36,2019-11-05,2019-02-28,inner_train,True,166.0,True,0.26216020365666237,True
inner_2020,42,train,matched,203,36,2019-11-06,2019-02-28,inner_train,True,167.0,True,0.35932395211030954,True
inner_2020,42,train,matched,204,76,2019-11-07,2019-04-30,inner_train,True,128.0,True,0.07878087785311383,True
inner_2020,42,train,matched,205,22,2019-11-08,2019-02-07,inner_train,True,183.0,True,0.0765400771223339,True
inner_2020,42,train,matched,206,77,2019-11-11,2019-05-02,inner_train,True,129.0,True,0.17922215205466774,True
inner_2020,42,train,matched,207,200,2019-11-12,2019-11-01,inner_train,True,7.0,True,0.2336148511815055,True
inner_2020,42,train,matched,208,200,2019-11-13,2019-11-01,inner_train,True,8.0,True,0.6238124871588813,True
inner_2020,42,train,matched,209,200,2019-11-14,2019-11-01,inner_train,True,9.0,True,0.9712137943122849,True
inner_2020,42,train,matched,210,200,2019-11-15,2019-11-01,inner_train,True,10.0,True,1.2142073337410784,True
inner_2020,42,train,matched,211,201,2019-11-18,2019-11-04,inner_train,True,10.0,True,0.9407337387268373,True
inner_2020,42,train,matched,212,200,2019-11-19,2019-11-01,inner_train,True,12.0,True,1.085367061918089,True
inner_2020,42,train,matched,213,208,2019-11-20,2019-11-13,inner_train,True,5.0,True,0.10689779497671292,True
inner_2020,42,train,matched,214,203,2019-11-21,2019-11-06,inner_train,True,11.0,True,0.24149268998240636,True
inner_2020,42,train,matched,215,207,2019-11-22,2019-11-12,inner_train,True,8.0,True,0.08701137698963013,True
inner_2020,42,train,matched,216,79,2019-11-25,2019-05-07,inner_train,True,137.0,True,0.054067221270275745,True
inner_2020,42,train,matched,217,98,2019-11-26,2019-06-05,inner_train,True,119.0,True,0.08686112531779733,True
inner_2020,42,train,matched,218,7,2019-11-27,2019-01-17,inner_train,True,211.0,True,0.054509405668372146,True
inner_2020,42,train,matched,219,8,2019-11-28,2019-01-18,inner_train,True,211.0,True,0.15236336925316252,True
inner_2020,42,train,matched,220,169,2019-11-29,2019-09-17,inner_train,True,51.0,True,0.0747656505726928,True
inner_2020,42,train,matched,221,198,2019-12-02,2019-10-30,inner_train,True,23.0,True,0.2267733193647885,True
inner_2020,42,train,matched,222,185,2019-12-03,2019-10-09,inner_train,True,37.0,True,0.19522496162986247,True
inner_2020,42,train,matched,223,184,2019-12-04,2019-10-08,inner_train,True,39.0,True,0.06519619955654221,True
inner_2020,42,train,matched,224,94,2019-12-06,2019-05-29,inner_train,True,130.0,True,0.08004270767353638,True
inner_2020,42,train,matched,225,185,2019-12-09,2019-10-09,inner_train,True,40.0,True,0.20264502976586884,True
inner_2020,42,train,matched,226,198,2019-12-11,2019-10-30,inner_train,True,28.0,True,0.11155248590574729,True
inner_2020,42,train,matched,227,94,2019-12-12,2019-05-29,inner_train,True,133.0,True,0.18540322333136272,True
inner_2020,42,train,matched,228,94,2019-12-13,2019-05-29,inner_train,True,134.0,True,0.20252426411147395,True
inner_2020,42,train,matched,229,196,2019-12-16,2019-10-28,inner_train,True,33.0,True,0.1898687624293376,True
inner_2020,42,train,matched,230,225,2019-12-17,2019-12-09,inner_train,True,5.0,True,0.11666758657251819,True
inner_2020,42,train,matched,231,152,2019-12-18,2019-08-23,inner_train,True,79.0,True,0.10975086395911937,True
inner_2020,42,train,matched,232,48,2019-12-19,2019-03-18,inner_train,True,184.0,True,0.07257069283483508,True
inner_2020,42,train,matched,233,80,2019-12-20,2019-05-08,inner_train,True,153.0,True,0.04668711397265257,True
inner_2020,42,train,matched,234,56,2019-12-23,2019-03-28,inner_train,True,178.0,True,0.04694739650898194,True
inner_2020,42,train,matched,235,177,2019-12-24,2019-09-27,inner_train,True,58.0,True,0.02898753687325195,True
inner_2020,42,train,matched,236,189,2019-12-25,2019-10-16,inner_train,True,47.0,True,0.057943035300366486,True
inner_2020,42,train,matched,237,75,2019-12-26,2019-04-29,inner_train,True,162.0,True,0.11583181552512123,True
inner_2020,42,train,matched,238,199,2019-12-27,2019-10-31,inner_train,True,39.0,True,0.03390155167568132,True
inner_2020,42,train,matched,239,199,2019-12-30,2019-10-31,inner_train,True,40.0,True,0.05310982531394792,True
inner_2020,42,train,random,5,0,2019-01-15,2019-01-08,inner_train,True,5.0,True,2.4894806201076367,True
inner_2020,42,train,random,6,0,2019-01-16,2019-01-08,inner_train,True,6.0,True,2.5955401920679613,True
inner_2020,42,train,random,7,2,2019-01-17,2019-01-10,inner_train,True,5.0,True,0.5421890734632466,True
inner_2020,42,train,random,8,2,2019-01-18,2019-01-10,inner_train,True,6.0,True,0.3346849260471174,True
inner_2020,42,train,random,9,2,2019-01-21,2019-01-10,inner_train,True,7.0,True,0.45798314239161053,True
inner_2020,42,train,random,10,2,2019-01-22,2019-01-10,inner_train,True,8.0,True,0.49976467640656574,True
inner_2020,42,train,random,11,6,2019-01-23,2019-01-16,inner_train,True,5.0,True,0.8261396348798575,True
inner_2020,42,train,random,17,1,2019-01-31,2019-01-09,inner_train,True,16.0,False,1.6028610754732453,True
inner_2020,42,train,random,18,9,2019-02-01,2019-01-21,inner_train,True,9.0,False,0.7586043972145893,True
inner_2020,42,train,random,19,3,2019-02-04,2019-01-11,inner_train,True,16.0,False,0.4035693729432648,True
inner_2020,42,train,random,20,1,2019-02-05,2019-01-09,inner_train,True,19.0,False,1.460871960685263,True
inner_2020,42,train,random,21,8,2019-02-06,2019-01-18,inner_train,True,13.0,False,0.6902583966540545,True
inner_2020,42,train,random,22,17,2019-02-07,2019-01-31,inner_train,True,5.0,True,0.07991209969320279,True
inner_2020,42,train,random,23,13,2019-02-08,2019-01-25,inner_train,True,10.0,True,0.232622295268754,True
inner_2020,42,train,random,24,15,2019-02-11,2019-01-29,inner_train,True,9.0,True,0.5461927676032823,True
inner_2020,42,train,random,25,15,2019-02-12,2019-01-29,inner_train,True,10.0,True,0.7430190106001189,True
inner_2020,42,train,random,26,17,2019-02-13,2019-01-31,inner_train,True,9.0,True,0.3894647667617228,True
inner_2020,42,train,random,27,11,2019-02-14,2019-01-23,inner_train,True,16.0,False,0.6061358035703153,True
inner_2020,42,train,random,28,3,2019-02-15,2019-01-11,inner_train,True,25.0,True,0.24116205681688774,True
inner_2020,42,train,random,29,20,2019-02-18,2019-02-05,inner_train,True,9.0,False,0.30666452336407124,True
inner_2020,42,train,random,30,11,2019-02-20,2019-01-23,inner_train,True,19.0,True,0.5355182363563622,True
inner_2020,42,train,random,31,13,2019-02-21,2019-01-25,inner_train,True,18.0,False,0.22000383130954226,True
inner_2020,42,train,random,32,10,2019-02-22,2019-01-22,inner_train,True,22.0,False,0.7146533857809088,True
inner_2020,42,train,random,33,5,2019-02-25,2019-01-15,inner_train,True,28.0,False,0.3745431977695781,True
inner_2020,42,train,random,34,27,2019-02-26,2019-02-14,inner_train,True,7.0,True,0.14289183538408645,True
inner_2020,42,train,random,35,24,2019-02-27,2019-02-11,inner_train,True,11.0,True,0.31334981920035876,True
inner_2020,42,train,random,36,20,2019-02-28,2019-02-05,inner_train,True,16.0,False,0.3715635564324824,True
