fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,21.740682799007978,17.20195742082794,1.750201780343161,0.04580884272965147,0.4979253112033195
fold_2,2012,2022,2023,2600,243,22.003579530019817,17.174181313926795,1.8645981464137058,0.7554450620645297,0.5308641975308642
fold_3,2012,2023,2024,2843,244,19.962770289243476,16.23794472399306,1.878847420786438,0.7944998937953709,0.5081967213114754
fold_4,2012,2024,2025,3087,234,35.667198474611155,26.554599895181834,3.4992329505186914,0.5089149593095936,0.5256410256410257
