feature_index,feature,cnn_shap_importance,lstm_shap_importance,selected_cnn,selected_lstm
0,Open_D,5.706560736944422e-05,0.0033099624734983734,False,False
1,High_D,0.00010132219015853705,0.0036520786273385396,False,False
2,Low_D,0.00014834972872716096,0.003726012533259393,False,False
3,Close_D,6.938070558602807e-05,0.0028204834832820324,False,False
4,Volume_D,0.00011058204376578895,0.0018851521342823196,False,False
5,Change_pct_D,6.556697175265358e-05,0.003644602765972138,False,False
6,Open_W,6.226072720131592e-05,0.006024176889141586,False,True
7,High_W,0.00013005391255689405,0.0033881835734064225,False,False
8,Low_W,4.7447018364869116e-05,0.00330575281509482,False,False
9,Close_W,0.0001308508379692902,0.0025861467178884823,False,False
10,Volume_W,0.00020268439204398358,0.002825008513897842,False,False
11,Change_pct_W,7.312335257880775e-05,0.002771572317598725,False,False
12,Open_M,3.101099473810931e-05,0.0012937115458768744,False,False
13,High_M,5.250748881928113e-05,0.0017106294183520277,False,False
14,Low_M,6.118126974918384e-05,0.005375923445302533,False,True
15,Close_M,0.00010717639052837958,0.004569895528947754,False,False
16,Volume_M,0.00026059288018223106,0.0030501684149527365,True,False
17,Change_pct_M,0.00017602401938493495,0.003744082539617466,False,False
18,Close_D_lag1,7.180349220333171e-05,0.004098967001949916,False,False
19,Close_D_lag2,0.00010326576407951732,0.0033906125524538313,False,False
20,Close_D_lag3,0.00011597828250704545,0.004835956651322704,False,False
21,Close_D_lag5,8.358667293537902e-05,0.0033846833377026543,False,False
22,Close_D_lag10,0.0001742961370011814,0.002516654758790082,False,False
23,Close_D_lag20,8.170371032099888e-05,0.002771106850772931,False,False
24,Close_D_lag60,3.6335003727711726e-05,0.0010375893040096783,False,False
25,Change_pct_D_lag1,0.00011041019286348042,0.0035370246718471774,False,False
26,Change_pct_D_lag2,0.00021219677019217452,0.004210776225005475,True,False
27,Change_pct_D_lag3,0.00013648148999209075,0.0033940021048408653,False,False
28,Change_pct_D_lag5,9.285826687019105e-05,0.007106381165844411,False,True
29,Change_pct_D_lag10,9.131069457109509e-05,0.006183651886004782,False,True
30,Change_pct_D_lag20,0.00031946189416728334,0.004677482140096068,True,False
31,Volume_D_lag1,0.0002844973610173107,0.0023472717496446195,True,False
32,Volume_D_lag2,0.00017323340849327017,0.0020397349104726457,False,False
33,Volume_D_lag3,0.00013467509575537523,0.0020565392417311477,False,False
34,Volume_D_lag5,0.00011008329856978527,0.00233980622056289,False,False
35,Volume_D_lag10,0.00012763877152071335,0.003779089679458991,False,False
36,Volume_D_lag20,0.0003575860552505805,0.003024686354260275,True,False
37,Close_W_lag1,0.00010993609439323704,0.003686478794148229,False,False
38,Close_W_lag2,0.00016139870043537785,0.003255976769320057,False,False
39,Close_W_lag4,5.5250542968249275e-05,0.0037350634004582163,False,False
40,Close_M_lag1,7.176354303004562e-05,0.0037717529353471944,False,False
41,Close_M_lag3,0.00011893504893811802,0.0038379618962039786,False,False
42,Return_1D,0.0002133817619196815,0.0035713371097642723,True,False
43,Return_3D,0.00012809312773659487,0.00783310022544148,False,True
44,Return_5D,8.483563072816564e-05,0.0039506361602832385,False,False
45,Return_10D,0.00023074033233099755,0.007310998418824965,True,True
46,Return_20D,0.00014163931663828676,0.00414460544778592,False,False
47,Return_60D,0.00021693270967108324,0.0038303853340096337,True,False
48,SMA_5,0.00011977129464984526,0.004743423340686448,False,False
49,SMA_10,5.895413236697566e-05,0.0033655113013821847,False,False
50,SMA_20,6.240186640863177e-05,0.0023400042702803603,False,False
51,SMA_60,3.3775310030154104e-05,0.002211898041193905,False,False
52,Close_to_SMA_5,9.163864606504535e-05,0.010360593897826221,False,True
53,Close_to_SMA_10,0.0001043512903498689,0.005651118096350061,False,True
54,Close_to_SMA_20,0.00012452542420658962,0.004782534530573912,False,False
55,Close_to_SMA_60,0.00015791391807742084,0.0028663705437281806,False,False
56,Volatility_5,9.846271521102012e-05,0.004645882918473632,False,False
57,Volatility_10,9.677792764825888e-05,0.0050972713671426665,False,False
58,Volatility_20,9.657528473041576e-05,0.0036925866640444838,False,False
59,Volatility_60,7.716449653707853e-05,0.004869733974916812,False,False
60,Momentum_5,9.019493941071627e-05,0.007425064915878465,False,True
61,Momentum_10,8.68851902711465e-05,0.007293894029938031,False,True
62,Momentum_20,0.00012664357811700833,0.0037665759844657033,False,False
63,Momentum_60,0.0001068735247759911,0.0032697718387254327,False,False
64,ROC_5,0.00013224549503436102,0.0061021847986651775,False,True
65,ROC_10,0.0002476385707731232,0.003034837670375623,True,False
66,ROC_20,0.0005666610345386403,0.009262874062963533,True,True
67,ROC_60,0.00011841275375587823,0.004845217924835055,False,False
68,Ratio_Close_D_to_W,8.749715071063591e-05,0.003994847408793589,False,False
69,Ratio_Close_D_to_M,8.777614744361062e-05,0.004326127220907949,False,False
70,Ratio_Volume_D_to_W,0.00016848556538813232,0.00558451477269557,False,True
71,Spread_D,0.00022259498739085476,0.003671765363611712,True,False
72,Body_D,0.00014650691942737665,0.0053013935329651925,False,True
73,Body_abs_D,0.00015083994685014535,0.008381086679155204,False,True
74,Upper_Shadow_D,0.00022002590815815016,0.003500778254918302,True,False
75,Lower_Shadow_D,0.0001043518082401676,0.005518303786647039,False,True
76,Body_to_Range_D,0.00033022708167440573,0.008998885078301554,True,True
77,Close_Position_D,0.0008444142985466474,0.004902624748100948,True,False
78,Spread_W,7.249168806433559e-05,0.0049402402909485945,False,False
79,Body_W,8.1199837861895e-05,0.0054488918570598345,False,True
80,Close_Position_W,0.00035640897714068754,0.004976032622266757,True,False
81,Spread_M,6.765769567493585e-05,0.004104491140677879,False,False
82,Body_M,9.083433641560724e-05,0.004670003096975961,False,False
83,Close_Position_M,0.0008589764935159394,0.003957772203364129,True,False
84,Volume_MA_5,0.00010816067291955292,0.001716703603199221,False,False
85,Volume_MA_20,9.946997181051743e-05,0.0035543475809163283,False,False
86,Volume_Ratio_5,0.0004611267175032019,0.00562696468281274,True,True
87,Volume_Ratio_20,0.0001169307813107645,0.0033084647485296602,False,False
88,Volume_Change_1D,0.0005618628278938221,0.003578869209849245,True,False
89,Volume_Change_5D,0.0004277216961920932,0.00343656840805977,True,False
90,Volume_Change_20D,0.00011280459038301022,0.0028488169219016866,False,False
91,Direction_lag1,0.0004597920428268204,0.005417324643372012,True,True
92,Direction_lag2,0.00047141867314310916,0.009666201525885754,True,True
93,Direction_lag3,0.00042150622222383307,0.00446267407024834,True,False
94,Direction_lag5,0.00022266919574042421,0.005218858541979898,True,True
95,Up_Ratio_5,0.00010333891252495564,0.006108136733251968,False,True
96,Up_Ratio_10,0.0006560308995752107,0.007656134853630192,True,True
97,Up_Ratio_20,0.00012933002351547262,0.003417777931474575,False,False
