feature_index,feature,cnn_shap_importance,lstm_shap_importance,selected_cnn,selected_lstm
0,Open_D,6.546118838117454e-05,0.0013127691217988513,False,False
1,High_D,0.0002172094008167924,0.0015366464587039275,False,False
2,Low_D,0.00016605940689518595,0.0013198796679859015,False,False
3,Close_D,2.5533847476323992e-05,0.0015599996053879295,False,False
4,Volume_D,8.805947293647337e-05,0.002167281906406515,False,False
5,Change_pct_D,0.0003908332894208,0.003792918258801592,True,False
6,Open_W,2.9746799931635454e-05,0.0009385897998079428,False,False
7,High_W,3.47997176352477e-05,0.0008332715656280242,False,False
8,Low_W,6.936154335224765e-05,0.0011282762001442847,False,False
9,Close_W,3.377128089988579e-05,0.0021241508913110605,False,False
10,Volume_W,0.00016915626318301236,0.002204489243366936,False,False
11,Change_pct_W,0.0002870591955701496,0.003483500963898223,False,False
12,Open_M,0.00033820457374154065,0.0016431024218491075,True,False
13,High_M,0.00013987586222494186,0.0032370620974205623,False,False
14,Low_M,4.737419163861334e-05,0.0013727670210897714,False,False
15,Close_M,9.628269332461262e-05,0.0013584701367769015,False,False
16,Volume_M,0.0006940077208724915,0.002615976304521439,True,False
17,Change_pct_M,0.0005497908305239718,0.003395270471128242,True,False
18,Close_D_lag1,6.253606341815598e-05,0.0019341903108738734,False,False
19,Close_D_lag2,0.00010121191445182643,0.0013480892412417234,False,False
20,Close_D_lag3,0.0001634536254247837,0.0013186626912414568,False,False
21,Close_D_lag5,4.6994146035383985e-05,0.0014345692622228512,False,False
22,Close_D_lag10,5.207777660665713e-05,0.0010236084883034735,False,False
23,Close_D_lag20,0.00011255575965969239,0.0018397666833088523,False,False
24,Close_D_lag60,8.283256107605164e-05,0.0015059040295887006,False,False
25,Change_pct_D_lag1,0.00010008465449605624,0.003910505274643583,False,False
26,Change_pct_D_lag2,0.0001237272264441036,0.002339072057878866,False,False
27,Change_pct_D_lag3,0.00023713860855190116,0.0045258978436066855,False,False
28,Change_pct_D_lag5,0.000493058759420141,0.002631664131745026,True,False
29,Change_pct_D_lag10,0.00040199087847930803,0.0017844703093999215,True,False
30,Change_pct_D_lag20,0.00012075557864356934,0.009441435454717961,False,True
