model,selection_fold,regime,feature,importance,normalized_rank,available_sequences,explained_sequences,rseed,nsamples,runtime_seconds,fallback
cnn,fold_3,global,Open_D,0.13193262672843672,0.33884297520661155,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,High_D,0.054521580345758026,0.6363636363636364,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Low_D,0.14161853198181404,0.30578512396694213,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D,6.726655645383881,0.0,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D,0.04810875691550791,0.7024793388429752,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D,0.014975906282883169,0.9669421487603306,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Open_W,0.1114062199344545,0.36363636363636365,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,High_W,0.053303686992319396,0.6446280991735537,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Low_W,0.2481009719593544,0.10743801652892562,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_W,0.2133739071461605,0.14049586776859505,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_W,0.10005018727485578,0.39669421487603307,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_W,0.0554794629965798,0.6198347107438017,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Open_M,0.022462398032547525,0.8925619834710744,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,High_M,0.1287510685286179,0.34710743801652894,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Low_M,0.09073648919271875,0.4380165289256198,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_M,0.08861065054280245,0.4628099173553719,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_M,0.04389086047300914,0.7272727272727273,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_M,0.1753207907405397,0.21487603305785125,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag1,0.2965578338030994,0.06611570247933884,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag2,0.19381513912810533,0.18181818181818182,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag3,0.29192593898851554,0.0743801652892562,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag5,0.17525034607091355,0.2231404958677686,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag10,0.06963357011223933,0.5537190082644629,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag20,0.07710135028700052,0.5041322314049587,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_D_lag60,0.1267763479670748,0.35537190082644626,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag1,0.04816263682689374,0.6942148760330579,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag2,0.044328097904928046,0.71900826446281,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag3,0.011891381913281035,0.9917355371900827,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag5,0.02634261135569691,0.8264462809917356,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag10,0.022833352896293173,0.8760330578512396,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Change_pct_D_lag20,0.060437190288163835,0.5950413223140496,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag1,0.039087247699567396,0.743801652892562,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag2,0.03151643372486852,0.8016528925619835,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag3,0.06017177616661229,0.6033057851239669,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag5,0.031639876167780835,0.7933884297520661,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag10,0.015062469942903878,0.9586776859504132,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Volume_D_lag20,0.035605630952176615,0.768595041322314,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_W_lag1,0.2754429696304214,0.08264462809917356,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_W_lag2,0.26951887244331374,0.09090909090909091,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_W_lag4,0.13471823780653266,0.3305785123966942,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_M_lag1,0.16408231146043023,0.24793388429752067,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Close_M_lag3,0.35740687831848844,0.049586776859504134,242,128,520104778,200,1.8631801000010455,none
cnn,fold_3,global,Return_1D,0.01745910917810205,0.9338842975206612,242,128,520104778,200,1.8631801000010455,none
