feature_index,feature,cnn_shap_importance,lstm_shap_importance,selected_cnn,selected_lstm
0,Open_D,0.0008237476817641199,0.010405106815437649,True,True
1,High_D,0.00030360111091974894,0.00558965568631109,False,False
2,Low_D,0.00033872412064059885,0.0074340002038070455,False,False
3,Close_D,0.00022660560114392547,0.013367198031255611,False,True
4,Volume_D,0.0003144293229862427,0.006349123229796305,False,False
5,Change_pct_D,0.00024142920179837102,0.006171246083474103,False,False
6,Open_W,0.0005111093869234029,0.007722595714311354,True,False
7,High_W,0.0003040546404576877,0.005953079740953627,False,False
8,Low_W,0.00018447560800609607,0.011359765759834772,False,True
9,Close_W,0.0002646996552501557,0.00912839801313794,False,True
10,Volume_W,0.0005905212834482199,0.003964699698769891,True,False
11,Change_pct_W,0.00041934136269234924,0.008552092373417964,True,False
12,Open_M,0.00034958761718435484,0.010183209947041406,False,True
13,High_M,0.0002566095273232705,0.005952226470765254,False,False
14,Low_M,0.0001898698303986146,0.010481989739605523,False,True
15,Close_M,0.0002899731312248521,0.007188809461968049,False,False
16,Volume_M,0.00031466567549806037,0.004969173062801246,False,False
17,Change_pct_M,0.0002960043561995307,0.011231896927452568,False,True
18,Close_D_lag1,0.00019136470891582548,0.01506673313670035,False,True
19,Close_D_lag2,0.0008192454859079934,0.005268351173225483,True,False
20,Close_D_lag3,0.00046924399838014217,0.004658211854410866,True,False
21,Close_D_lag5,0.00030355878577330574,0.014402401004764443,False,True
22,Close_D_lag10,0.00021418186229667235,0.009001963514668887,False,True
23,Close_D_lag20,0.00020605253780047852,0.005255706148420814,False,False
24,Close_D_lag60,0.0004983642148278955,0.00581019100424669,True,False
25,Change_pct_D_lag1,0.0002445580829281563,0.008557992537544124,False,False
26,Change_pct_D_lag2,0.0002756094818508359,0.006861244036488756,False,False
27,Change_pct_D_lag3,0.0003978004560492465,0.007479762268184231,False,False
28,Change_pct_D_lag5,0.0003025414354898448,0.006443141814616027,False,False
29,Change_pct_D_lag10,0.0005140471552218973,0.005212456312884228,True,False
30,Change_pct_D_lag20,0.0004132875430592264,0.005566097106235191,False,False
31,Volume_D_lag1,0.00045526439317267187,0.008190617998906191,True,False
32,Volume_D_lag2,0.00027198263337439784,0.004879097223317785,False,False
