feature_index,feature,cnn_shap_importance,lstm_shap_importance,selected_cnn,selected_lstm
0,Open_D,0.00015627154031983004,0.0036111988913589245,False,False
1,High_D,0.00014740058660753786,0.003899933646306408,False,False
2,Low_D,0.00018506834747991085,0.005902168027432708,False,False
3,Close_D,0.00015247138826666174,0.005334133690500486,False,False
4,Volume_D,0.0004758632970345289,0.005229297367941399,False,False
5,Change_pct_D,0.0002971724665767284,0.004802454837215464,False,False
6,Open_W,0.00015299710442170377,0.004746788590966311,False,False
7,High_W,0.00030830873320280005,0.004616881627620728,False,False
8,Low_W,0.0001115458526252222,0.0034330289214437927,False,False
9,Close_W,0.00036623373476913913,0.010051769459391836,False,True
10,Volume_W,0.00019719124968748948,0.006049730243100982,False,False
11,Change_pct_W,0.0002663480823588804,0.004968663437225018,False,False
12,Open_M,0.00022408540903114671,0.006551394801743981,False,False
13,High_M,0.0003906194170223365,0.0045234126956017915,False,False
14,Low_M,0.0005418261491586751,0.006578177525170759,True,False
15,Close_M,0.0001848861608513691,0.007768098194475215,False,False
16,Volume_M,0.00020816304189206214,0.006186782444058281,False,False
17,Change_pct_M,0.00019816050237799753,0.006524749059452972,False,False
18,Close_D_lag1,0.0001892232906727742,0.005504857566222654,False,False
19,Close_D_lag2,0.00015433315869153023,0.015873240782116226,False,True
20,Close_D_lag3,0.0001870643085576329,0.009021062532767132,False,True
21,Close_D_lag5,0.00012528133802955642,0.00787169448300915,False,False
22,Close_D_lag10,0.00021062917052207947,0.005488761122518326,False,False
23,Close_D_lag20,0.00016926769885630688,0.003595578976623415,False,False
24,Close_D_lag60,0.0002012803249958228,0.00990962137415181,False,True
25,Change_pct_D_lag1,0.00017822374119325635,0.0038564215940141366,False,False
26,Change_pct_D_lag2,0.0002053467800893105,0.012987601699447283,False,True
27,Change_pct_D_lag3,0.000550569473905993,0.004765612606288272,True,False
28,Change_pct_D_lag5,0.00021682109563317674,0.0039026540451601475,False,False
29,Change_pct_D_lag10,0.0005990039272893988,0.004824995500308659,True,False
30,Change_pct_D_lag20,0.000739008459665369,0.0022629315829590267,True,False
31,Volume_D_lag1,0.0003810546393394343,0.008046401722721086,False,False
32,Volume_D_lag2,0.00029874308821215,0.005195615005176535,False,False
33,Volume_D_lag3,0.000613046039176135,0.006657643016876591,True,False
34,Volume_D_lag5,0.0002521782414309892,0.006271828511194144,False,False
35,Volume_D_lag10,0.00043511755943425045,0.008393602880158824,False,True
36,Volume_D_lag20,0.00024937581803433637,0.003222266551870234,False,False
37,Close_W_lag1,0.0007990554694043139,0.0035054809815505904,True,False
38,Close_W_lag2,0.0003309963475050748,0.005234221471154399,False,False
39,Close_W_lag4,0.00037176498708491046,0.006172871742433017,False,False
40,Close_M_lag1,0.00046004244754671575,0.0029681098896219282,False,False
41,Close_M_lag3,0.00022153880753159605,0.0022519914010644014,False,False
42,Return_1D,0.0002661980257085417,0.00430776460469815,False,False
43,Return_3D,0.0006637262060199322,0.00438555445214206,True,False
44,Return_5D,0.00016139165893183787,0.007281051451931831,False,False
45,Return_10D,0.0002668933856769362,0.004996968496197951,False,False
46,Return_20D,0.00026391091365011163,0.004528540239872214,False,False
47,Return_60D,0.0001589539824323194,0.00458002887428961,False,False
48,SMA_5,0.0004902552888497169,0.0056140588215384925,False,False
49,SMA_10,0.00017133078468123397,0.0032204400521322896,False,False
50,SMA_20,0.0002665253067920814,0.006808978594767723,False,False
51,SMA_60,0.0001543021953181234,0.007701219148828642,False,False
52,Close_to_SMA_5,0.00031562847045558533,0.008518466356940734,False,True
53,Close_to_SMA_10,0.00023404238527182652,0.0044820153394425685,False,False
54,Close_to_SMA_20,0.0010950119626830456,0.005023716972743841,True,False
55,Close_to_SMA_60,0.00030367462549050204,0.00625762593343353,False,False
56,Volatility_5,0.0002768543638349885,0.008242906542335504,False,True
57,Volatility_10,0.0007879067071194457,0.006538041761535851,True,False
58,Volatility_20,0.00025953924517143625,0.013056876118331751,False,True
59,Volatility_60,0.0005434773386969905,0.010347608562915412,True,True
60,Momentum_5,0.00027892058769130035,0.004894609748556178,False,False
61,Momentum_10,0.00021204414756845758,0.005992541014850872,False,False
62,Momentum_20,0.0005062721018437077,0.004017213015237076,True,False
63,Momentum_60,0.00025370615369340043,0.0029809914824426185,False,False
64,ROC_5,0.00015990676284715065,0.005094514876412859,False,False
65,ROC_10,0.00038993414360724565,0.007241821678769611,False,False
66,ROC_20,0.00021863658790592725,0.009089011629816924,False,True
67,ROC_60,0.0003018067547624348,0.010732071568975243,False,True
68,Ratio_Close_D_to_W,0.00024578518770330683,0.010488598679755512,False,True
69,Ratio_Close_D_to_M,0.00041931066357054904,0.015986273619614622,False,True
70,Ratio_Volume_D_to_W,0.00022966518725638652,0.0039330371584014754,False,False
71,Spread_D,0.0006343000075263339,0.005393695491636663,True,False
72,Body_D,0.000132535898719581,0.0037357549981834382,False,False
73,Body_abs_D,0.0007440432004718556,0.004379303896115516,True,False
74,Upper_Shadow_D,0.00023615384008408638,0.008035167819662093,False,False
75,Lower_Shadow_D,0.0008171999331656465,0.009672239267908367,True,True
76,Body_to_Range_D,0.0003034181219165433,0.005619961485663794,False,False
77,Close_Position_D,0.0005557152591896374,0.0041105439940224645,True,False
78,Spread_W,0.0007193310978118817,0.01164353104005329,True,True
79,Body_W,0.0002937598319010526,0.008314968064939875,False,True
80,Close_Position_W,0.000989305476381991,0.005114649804982496,True,False
81,Spread_M,0.000304232824509576,0.011198049170479863,False,True
82,Body_M,0.0004168039115536537,0.005565809144313505,False,False
83,Close_Position_M,0.0006760246580995944,0.00480781254123599,True,False
84,Volume_MA_5,0.00015618042848875024,0.006330552944675105,False,False
85,Volume_MA_20,0.00015343221450979106,0.003920356388266555,False,False
86,Volume_Ratio_5,0.0008000473922013196,0.00591729451593821,True,False
87,Volume_Ratio_20,0.0007427878788655917,0.006807879717916876,True,False
88,Volume_Change_1D,0.00025461648797417966,0.02399062761191999,False,True
89,Volume_Change_5D,0.00031720666516348305,0.005269819114094787,False,False
90,Volume_Change_20D,0.0004291787242781175,0.003929046619079201,False,False
91,Direction_lag1,0.0005938481844135312,0.010902049370861278,True,True
92,Direction_lag2,0.0004940841198564971,0.008794808114521402,True,True
93,Direction_lag3,0.0007763086826752197,0.008194440302813178,True,True
94,Direction_lag5,0.00041856479459370655,0.006947284560564526,False,False
95,Up_Ratio_5,0.0004087193740562434,0.004817185054719175,False,False
96,Up_Ratio_10,0.0004886369653310796,0.006017568876887936,False,False
97,Up_Ratio_20,0.000489454095245545,0.0053637043396577155,False,False
98,Down_Ratio_5,0.0008876414037310099,0.013331235279520116,True,True
99,Down_Ratio_10,0.0004293647940406542,0.009507959263828525,False,True
100,Down_Ratio_20,0.001023789536695663,0.006181324654448872,True,False
101,WMA_5,0.00022603235246852898,0.008541009947430211,False,True
102,WMA_10,0.00036409665521108803,0.0063183665373571785,False,False
103,WMA_20,0.0002539932432711556,0.006841413937669927,False,False
104,WMA_60,0.00016950447376322674,0.0070523262126954474,False,False
105,StochK_14,0.0006578232883116958,0.00487469489914929,True,False
106,StochD_3,0.00024480823809834714,0.013434132044363879,False,True
107,RSI_14,0.0002635128393575936,0.00780168849651659,False,False
108,MACD_12_26,0.00025856736397831257,0.003984341769489674,False,False
109,MACD_Signal_9,0.0003241977829288948,0.006364599686071415,False,False
110,MACD_Histogram,0.00028458461627010043,0.009908646725019565,False,True
111,WilliamsR_14,0.0005105744291134973,0.005507143432909345,True,False
112,CCI_20,0.0003141022889648237,0.007792089898921972,False,False
113,ADX_14,0.0004470814220227215,0.004118539645810415,False,False
114,PlusDI_14,0.0003241656449938901,0.009441747895175467,False,True
115,MinusDI_14,0.00014895550304517836,0.012999102303842847,False,True
116,VMD_IMF_1,0.0005111118470837006,0.002007977403404482,True,False
117,VMD_IMF_2,0.00027577575248149966,0.004082533253836118,False,False
118,VMD_IMF_3,0.00015244399698370327,0.007797435190082069,False,False
119,VMD_IMF_4,0.0007880393645899985,0.013077330636781426,True,True
120,VMD_Denoised_Close,0.0002855283507574552,0.0037562472524939492,False,False
121,VMD_Noise_Energy_Ratio,0.0011910047625519836,0.004919670048394664,True,False
