feature_index,feature,cnn_shap_importance,lstm_shap_importance,selected_cnn,selected_lstm
0,Open_D,0.0006139068085843746,0.009230216633295641,True,True
1,High_D,0.0005035000562291003,0.0031087024400846984,False,False
2,Low_D,0.0006724810624108901,0.0032601005318454667,True,False
3,Close_D,0.00032686497714298215,0.0052422989903305964,False,False
4,Volume_D,0.0003069999571014323,0.0057212487183278425,False,False
5,Change_pct_D,0.00019259887979791723,0.0041564024210345,False,False
6,Open_W,0.0005239238899465537,0.0047998773567769605,False,False
7,High_W,0.00038975772223195373,0.004724139484534451,False,False
8,Low_W,0.00040116025792786837,0.00689969731044755,False,True
9,Close_W,0.00034440338458514576,0.004563528890002999,False,False
10,Volume_W,0.00020076502368759908,0.004929231404861412,False,False
11,Change_pct_W,0.00030149437590477055,0.005314137155016852,False,False
12,Open_M,0.000605580831362218,0.005485018322954715,True,False
13,High_M,0.0004676908737919483,0.004115619639379986,False,False
14,Low_M,0.0003307372535698683,0.0068570599610424665,False,True
15,Close_M,0.0002871462128085728,0.003363440378598881,False,False
16,Volume_M,0.00048242726069226417,0.007073364991305198,False,True
17,Change_pct_M,0.00030792293672496915,0.0060710837066693555,False,False
18,Close_D_lag1,0.00031110426760565523,0.005586507339680224,False,False
19,Close_D_lag2,0.00024830477963374566,0.0054962425136267255,False,False
20,Close_D_lag3,0.00024865813825483143,0.006046274564076271,False,False
21,Close_D_lag5,0.0002345384687889307,0.00453671039997019,False,False
22,Close_D_lag10,0.00048566932326501446,0.004541404479448374,False,False
23,Close_D_lag20,0.0003923407406843715,0.0033390543561779397,False,False
24,Close_D_lag60,0.00022134444545124642,0.00701153269696988,False,True
25,Change_pct_D_lag1,0.00024965544003328064,0.006108418327315235,False,False
26,Change_pct_D_lag2,0.00034843032009641004,0.013909303292729191,False,True
27,Change_pct_D_lag3,0.00023228926147400575,0.005867254383159803,False,False
28,Change_pct_D_lag5,0.0005284338550152646,0.005916874238491232,False,False
29,Change_pct_D_lag10,0.0003007797584456906,0.006046650761602735,False,False
30,Change_pct_D_lag20,0.00029279462313445135,0.009043177969124372,False,True
31,Volume_D_lag1,0.00027678553320161783,0.006788829971873156,False,False
32,Volume_D_lag2,0.00036352731229172264,0.0032214445345232433,False,False
33,Volume_D_lag3,0.00046311655559634347,0.0090354052912744,False,True
34,Volume_D_lag5,0.0004214311242129173,0.0043681884936631835,False,False
35,Volume_D_lag10,0.00039684222371531017,0.003877928090301452,False,False
36,Volume_D_lag20,0.00017118036505543998,0.00665951465395267,False,False
37,Close_W_lag1,0.0009394161468380457,0.006851648939789357,True,False
38,Close_W_lag2,0.00025042167842923566,0.006478388570280913,False,False
39,Close_W_lag4,0.00034825974138721905,0.006135939057344331,False,False
40,Close_M_lag1,0.00043307728171586567,0.003978519373543321,False,False
41,Close_M_lag3,0.0005911261191007267,0.0033863393719890333,False,False
42,Return_1D,0.000978716513739286,0.014835836243707944,True,True
43,Return_3D,0.0008592546236749321,0.0032196651896072128,True,False
44,Return_5D,0.00038596978838145724,0.00535003258464144,False,False
45,Return_10D,0.00023042886849027332,0.010566994231453464,False,True
46,Return_20D,0.000277946392673023,0.006030111534866478,False,False
47,Return_60D,0.0002450609260387981,0.005283116874540838,False,False
48,SMA_5,0.0004786725327781571,0.003791615576426466,False,False
49,SMA_10,0.00035422825380730937,0.004737176383639507,False,False
50,SMA_20,0.00023142074037479435,0.0032545414043909206,False,False
51,SMA_60,0.0006831805888283915,0.004784204805849868,True,False
52,Close_to_SMA_5,0.0004369686631608527,0.0034011228599695187,False,False
53,Close_to_SMA_10,0.0003159023670363692,0.01227425536793767,False,True
54,Close_to_SMA_20,0.001069143066664635,0.010887118194432333,True,True
55,Close_to_SMA_60,0.0002632089687102379,0.009837673216986786,False,True
56,Volatility_5,0.00022876390983224139,0.003534589166209834,False,False
57,Volatility_10,0.0002541369974802032,0.004007246262767694,False,False
58,Volatility_20,0.000453637952433672,0.0038239873695516736,False,False
59,Volatility_60,0.0002800452161704825,0.006980610713047497,False,True
60,Momentum_5,0.0004003601847588745,0.0034910236301982423,False,False
61,Momentum_10,0.0006043074669991544,0.005905852892196073,True,False
62,Momentum_20,0.0015025545467488798,0.005622358951040951,True,False
63,Momentum_60,0.0002286771029294199,0.004385696903580083,False,False
64,ROC_5,0.0004706067379486589,0.003929115126493343,False,False
65,ROC_10,0.0006056784336954168,0.010320239295026568,True,True
66,ROC_20,0.000736024009103381,0.0041183079264783375,True,False
67,ROC_60,0.0006985844894709326,0.004561477278150506,True,False
68,Ratio_Close_D_to_W,0.00018887764871744483,0.0034797291938454267,False,False
69,Ratio_Close_D_to_M,0.0002674945825706709,0.006568167518474865,False,False
70,Ratio_Volume_D_to_W,0.0003561761395722396,0.0024692284379227657,False,False
71,Spread_D,0.0007151332461797999,0.006000665819095729,True,False
72,Body_D,0.0002993942370175473,0.0038637557691004075,False,False
73,Body_abs_D,0.0009359018322976809,0.007315771602465304,True,True
74,Upper_Shadow_D,0.00030955539976393884,0.005282695131609216,False,False
75,Lower_Shadow_D,0.0008246614202705782,0.004506880947650416,True,False
76,Body_to_Range_D,0.00028399859588919,0.005856603736427246,False,False
77,Close_Position_D,0.00034583488371829895,0.005187100747787099,False,False
78,Spread_W,0.0004754209804691545,0.005214216365271795,False,False
79,Body_W,0.00038426130157968587,0.005203952957822366,False,False
80,Close_Position_W,0.0003477657100049769,0.01365081602449294,False,True
81,Spread_M,0.00045787016726124287,0.004406971586880104,False,False
82,Body_M,0.00030681471121525307,0.008987524756759058,False,True
83,Close_Position_M,0.0005812585163545991,0.004704994741187818,False,False
84,Volume_MA_5,0.00019566861785864643,0.003174638413228692,False,False
85,Volume_MA_20,0.00028327254500752906,0.0035345960256677245,False,False
86,Volume_Ratio_5,0.0011754627013635499,0.003389483038012031,True,False
87,Volume_Ratio_20,0.000244829618934661,0.0034730564646814344,False,False
88,Volume_Change_1D,0.0003358514555825209,0.0028533109833738025,False,False
89,Volume_Change_5D,0.0005873403352714635,0.005359098738313151,False,False
90,Volume_Change_20D,0.00030581206441813167,0.003764555356673771,False,False
91,Direction_lag1,0.0005797151941261958,0.013853191064754355,False,True
92,Direction_lag2,0.0003622153804804351,0.005709835195974478,False,False
93,Direction_lag3,0.000396646332572681,0.013851942097699067,False,True
94,Direction_lag5,0.00048584858467750627,0.009143308912399561,False,True
95,Up_Ratio_5,0.0003926480601202209,0.0037797949769412752,False,False
96,Up_Ratio_10,0.0004447819643930373,0.007716219952385472,False,True
97,Up_Ratio_20,0.0010260122329051936,0.0042301106987849835,True,False
98,Down_Ratio_5,0.00037210629457519185,0.005736860600910632,False,False
99,Down_Ratio_10,0.0008401274313327267,0.00776179628692546,True,True
100,Down_Ratio_20,0.00028633672328526316,0.005958279974421998,False,False
101,WMA_5,0.0003408457808739884,0.006743868980714751,False,False
102,WMA_10,0.00036157521121364943,0.007707999566400758,False,True
103,WMA_20,0.00026259120750507097,0.0041533165715520685,False,False
104,WMA_60,0.0007433074108804894,0.003961204036938426,True,False
105,StochK_14,0.00025994994521782446,0.006741581627579762,False,False
106,StochD_3,0.0008845919772980437,0.009836662168488886,True,True
107,RSI_14,0.0003804430332090214,0.008821159563171931,False,True
108,MACD_12_26,0.000807358389008217,0.0036246449801282665,True,False
109,MACD_Signal_9,0.0004468573272202292,0.007149395108564249,False,True
110,MACD_Histogram,0.00023304243364721255,0.005730641463995312,False,False
111,WilliamsR_14,0.0007897266422615346,0.0042272334237054565,True,False
112,CCI_20,0.0008779364555599578,0.007213500732143529,True,True
113,ADX_14,0.0009641681942102132,0.003894585782757076,True,False
114,PlusDI_14,0.00063000960804791,0.0051919702564422465,True,False
115,MinusDI_14,0.0005022044224558986,0.0047967069066885415,False,False
116,VMD_IMF_1,0.0003336252918765159,0.005611919094508267,False,False
117,VMD_IMF_2,0.0006425904082505874,0.007060376265661717,True,True
118,VMD_IMF_3,0.000293642375035863,0.0030791771638178033,False,False
119,VMD_IMF_4,0.0006766009326935496,0.00344318212517436,True,False
120,VMD_Denoised_Close,0.0007819147305683672,0.005686156225861794,True,False
121,VMD_Noise_Energy_Ratio,0.0011303617744646388,0.007744568204020652,True,True
