model,fold,test_year,base_seed,arm,window,models_in_arm,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric-News,5,3,22.664139900007285,2.7977173999970546,20906,243,16.908177333555432,13.443054848718052,1.438692760381138,0.8555946279642803,0.5495867768595041,0.5526315789473684,0.1056074936455768,1.0,242,1,0,64,64,45,69,0.5495867768595041
pit_cmm_lstm,fold_2,2023,42,Global-Numeric,5,1,10.441523700006655,0.988918900009594,9462,243,13.971955076460024,11.19262380752544,1.2061536647363855,0.9013938226740886,0.5371900826446281,0.5284402412280702,0.0596420407835558,1.0,242,1,0,87,41,71,43,0.3471074380165289
pit_cmm_lstm,fold_2,2023,42,Global-Numeric-News,5,1,10.591746199992484,0.8979429000028176,10006,243,20.517006981688496,16.862712273180758,1.814712904048784,0.7873733121613669,0.5247933884297521,0.5018503289473684,0.0060692702788058,1.0,242,1,0,115,13,102,12,0.1033057851239669
pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric,5,3,24.07274360000156,2.7811624000169104,19274,243,115.36621225128614,84.8610631153539,9.1922898226802,-5.722751054233535,0.5413223140495868,0.5361842105263158,0.0734718358370645,1.0,242,1,0,80,48,63,51,0.4090909090909091
pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric-News,5,3,24.38427890000457,3.07706650000182,20906,243,115.44527368939688,85.14309994204051,9.219511843901165,-5.7319685275353045,0.5041322314049587,0.4947916666666666,-0.0109854856200781,1.0,242,1,0,84,44,76,38,0.3388429752066115
pit_cmm_lstm,fold_2,2023,456,Global-Numeric,5,1,9.777103899992651,0.9021759000024758,9462,243,14.819736214231163,11.554209083470786,1.2543627304863387,0.8890644582768534,0.5454545454545454,0.5376918859649122,0.0782228397377748,1.0,242,1,0,86,42,68,46,0.3636363636363636
pit_cmm_lstm,fold_2,2023,456,Global-Numeric-News,5,1,9.666750300006242,0.8855459999904269,10006,243,17.048621681455934,13.903439680396785,1.4949697172449474,0.8531857168704671,0.5206611570247934,0.5104166666666666,0.0222508675079692,1.0,242,1,0,88,40,76,38,0.3223140495867768
pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric,5,3,22.90078209999774,2.7009739999921294,19274,243,87.71756839443157,50.45461463212966,5.268299753344514,-2.8865381039704787,0.4628099173553719,0.4643640350877193,-0.0712719298245614,1.0,242,1,0,56,72,58,56,0.5289256198347108
pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric-News,5,3,23.23946710000746,2.722607000003336,20906,243,86.52212010322779,45.8377868903836,4.768585778723549,-2.78132553057126,0.4752066115702479,0.4688870614035088,-0.0636074474802571,1.0,242,1,0,74,54,73,41,0.3925619834710744
pit_cmm_lstm,fold_2,2023,789,Global-Numeric,5,1,9.640812600002391,0.8791906999977073,9462,243,13.193133668494513,10.14289137132374,1.0949069295693166,0.9120804033941122,0.5413223140495868,0.5313870614035088,0.0668237302593683,1.0,242,1,0,90,38,73,41,0.3264462809917355
pit_cmm_lstm,fold_2,2023,789,Global-Numeric-News,5,1,9.590946299998905,0.9846560000005412,10006,243,12.433103013358686,9.982975200900324,1.075181308317573,0.9219183781548252,0.5743801652892562,0.5698327850877193,0.1413762721773916,1.0,242,1,0,83,45,58,56,0.4173553719008264
pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric,5,3,23.30169550000573,2.6884989000100177,19274,243,16.19322675335779,13.173388377280869,1.4110120978284346,0.8675485990354556,0.5,0.5115131578947368,0.025042465522731,1.0,242,1,0,40,88,33,81,0.6983471074380165
pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric-News,5,3,22.438418799982173,2.6552337000030093,20906,243,21.171849043717035,17.03284640604085,1.8358998377038709,0.7735838824042514,0.5330578512396694,0.5432428728070176,0.0920650082831035,1.0,242,1,0,47,81,32,82,0.6735537190082644
pit_cmm_lstm,fold_3,2024,123,Global-Numeric,5,1,10.458069500004058,0.8887652999983402,9462,244,15.559694785511464,12.574211853517848,1.4661266768590342,0.8751545901650543,0.5163934426229508,0.5263476680799516,0.060153016182808,1.0,244,0,0,36,91,27,90,0.7418032786885246
pit_cmm_lstm,fold_3,2024,123,Global-Numeric-News,5,1,10.636072599998442,0.966011399999843,10006,244,16.911056054065206,13.765219084351756,1.6092763352509591,0.8525272122431244,0.5040983606557377,0.5158826300558584,0.0387520713527372,1.0,244,0,0,29,98,23,94,0.7868852459016393
pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric,5,3,24.126708899988444,2.7158940999943297,19274,244,17.03271722786595,13.242109473406282,1.523920829810729,0.8503976881784965,0.4754098360655737,0.4795746685510465,-0.0417012780398354,1.0,244,0,0,48,79,49,68,0.6024590163934426
pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric-News,5,3,23.574471900021308,2.8486652999999933,20906,244,24.69907707760645,18.591335792333847,2.1243121081302854,0.6854194388987978,0.4836065573770491,0.4998990510801535,-0.0003326093102372,1.0,244,0,0,13,114,12,105,0.8975409836065574
pit_cmm_lstm,fold_3,2024,2025,Global-Numeric,5,1,10.395353999992947,0.8984894000022905,9462,244,16.5873276331338,13.325123554096836,1.562262079751731,0.8581193146171295,0.5450819672131147,0.5555892051955045,0.1289824775925046,1.0,244,0,0,38,89,22,95,0.7540983606557377
pit_cmm_lstm,fold_3,2024,2025,Global-Numeric-News,5,1,10.353475799987793,0.9828969999944092,10006,244,32.043817352579744,28.44586614977627,3.3556393094265844,0.470508579952711,0.4918032786885246,0.5104650380240932,0.0503954461763411,1.0,244,0,0,7,120,4,113,0.9549180327868853
pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric,5,3,26.2766333000036,3.1010333999875,19274,244,17.841251401594977,14.250930736350714,1.6564804775735988,0.8358574947137241,0.5245901639344263,0.5288377414361667,0.0588764337399323,1.0,244,0,0,54,73,43,74,0.6024590163934426
pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric-News,5,3,25.438053200021383,2.870726699984516,20906,244,16.28723487473838,12.832767978093166,1.4783419621860798,0.8632065979887638,0.4918032786885246,0.495659196446598,-0.0088326967566121,1.0,244,0,0,51,76,48,69,0.5942622950819673
pit_cmm_lstm,fold_3,2024,42,Global-Numeric,5,1,10.658622299990384,0.9954803000000538,9462,244,15.807422375652472,12.731170923253057,1.4931369245598212,0.8711475894873121,0.5327868852459017,0.5444511743724343,0.1077093506952972,1.0,244,0,0,33,94,20,97,0.7827868852459017
pit_cmm_lstm,fold_3,2024,42,Global-Numeric-News,5,1,11.450249900008204,0.8907235000078799,10006,244,18.310418086871103,14.69510242859603,1.721829586917615,0.8271111627706702,0.4918032786885246,0.4983511676425062,-0.0034773572002938,1.0,244,0,0,43,84,40,77,0.6598360655737705
pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric,5,3,25.39458419999573,3.0681397000153083,19274,244,33.76842465976497,23.67482228142805,2.7481274872974235,0.4119800872416818,0.5122950819672131,0.5166902214146308,0.0341366116057587,1.0,244,0,0,52,75,44,73,0.6065573770491803
pit_cmm_lstm,fold_3,2024,42,Regime-SHAP-Numeric-News,5,3,25.45607739998377,2.8696586999867577,20906,244,34.60964099702991,25.073179290243345,2.9130862198870804,0.3823184621511034,0.5204918032786885,0.5222087623662427,0.0445300484085933,1.0,244,0,0,61,66,51,66,0.5409836065573771
pit_cmm_lstm,fold_3,2024,456,Global-Numeric,5,1,10.337660699995467,0.9415135000017472,9462,244,17.26556430686128,13.987150573686485,1.6320813731275272,0.8462794298349807,0.5,0.5173295645736591,0.0646166410063234,1.0,244,0,0,12,115,7,110,0.9221311475409836
pit_cmm_lstm,fold_3,2024,456,Global-Numeric-News,5,1,10.607458400001631,0.9087112999986856,10006,244,17.665898244037002,14.382926447020184,1.6828652871328014,0.8390681954892141,0.4836065573770491,0.4992260582811764,-0.0023895428111194,1.0,244,0,0,15,112,14,103,0.8811475409836066
pit_cmm_lstm,fold_3,2024,456,Regime-SHAP-Numeric,5,3,23.89961259998381,2.76802800000587,19274,244,77.72949007068895,49.3103659115512,5.47506766658984,-2.115602682585593,0.5286885245901639,0.5277273033178544,0.0554751443423536,1.0,244,0,0,70,57,58,59,0.4754098360655737
pit_cmm_lstm,fold_3,2024,456,Regime-SHAP-Numeric-News,5,3,23.84181539999554,2.807814900021185,20906,244,77.89324675028826,50.92931264477919,5.668579874269367,-2.1287441089027457,0.5122950819672131,0.512988761020257,0.0259696584041782,1.0,244,0,0,63,64,55,62,0.5163934426229508
pit_cmm_lstm,fold_3,2024,789,Global-Numeric,5,1,10.726360600005137,0.8925764000014169,9462,244,18.20622892461173,14.868694487658669,1.7410539502257552,0.8290730944119113,0.5245901639344263,0.5372501514233797,0.0943780038407267,1.0,244,0,0,29,98,18,99,0.8073770491803278
pit_cmm_lstm,fold_3,2024,789,Global-Numeric-News,5,1,10.597939799990854,0.9350381000112976,10006,244,25.35481010962844,21.49674873673523,2.5225609325100558,0.6684941806564688,0.5122950819672131,0.5304865737936604,0.1309801460870276,1.0,244,0,0,11,116,3,114,0.9426229508196722
pit_cmm_lstm,fold_3,2024,789,Regime-SHAP-Numeric,5,3,23.702987700002268,2.6594332000095164,19274,244,17.274188637061407,13.82103532848298,1.6170468174407544,0.8461258214105083,0.5163934426229508,0.5246651860825089,0.053820744126725,1.0,244,0,0,41,86,32,85,0.7008196721311475
pit_cmm_lstm,fold_3,2024,789,Regime-SHAP-Numeric-News,5,3,23.975574600000986,2.7148400000151014,20906,244,22.9733627614394,18.796391212600653,2.206984138653161,0.7278429601540681,0.4918032786885246,0.5044081028332997,0.0111684900660661,1.0,244,0,0,25,102,22,95,0.8073770491803278
pit_cmm_lstm,fold_4,2025,123,Global-Numeric,5,1,11.839127800005372,0.9659012000047368,9462,234,16.3161377605582,12.639203248846735,1.623282622584902,0.8972330576548557,0.5427350427350427,0.5442982456140351,0.0892083097882237,1.0,234,0,0,58,62,45,69,0.5598290598290598
pit_cmm_lstm,fold_4,2025,123,Global-Numeric-News,5,1,12.315659600004436,1.036621000006562,10006,234,18.380424979237183,14.506948055677814,1.8760978583581749,0.8695843214728918,0.5128205128205128,0.5171052631578947,0.0362738125055005,1.0,234,0,0,42,78,36,78,0.6666666666666666
pit_cmm_lstm,fold_4,2025,123,Regime-SHAP-Numeric,5,3,27.091689699998824,2.950641600007657,19274,234,27.513630485064496,21.375253022178114,2.76678430659743,0.7077769235202831,0.5341880341880342,0.5366228070175438,0.0745513427666079,1.0,234,0,0,53,67,42,72,0.594017094017094
pit_cmm_lstm,fold_4,2025,123,Regime-SHAP-Numeric-News,5,3,25.5816433,2.837091800000053,20906,234,28.394213772588856,22.743756129037354,2.8775243320592025,0.6887721852263508,0.4914529914529914,0.5006578947368421,0.0018896199166142,1.0,234,0,0,17,103,16,98,0.8589743589743589
