model,arm,balanced_accuracy_mean,balanced_accuracy_std,direction_accuracy_mean,direction_accuracy_std,mcc_mean,rmse_mean,mae_mean,temporal_folds
pit_cmm_lstm,Global-Numeric,0.5366599919037381,0.004986310753161315,0.5250260109984403,0.030233925888364554,0.09695100787843974,15.27685309939005,12.028032885445972,4
pit_cmm_lstm,Global-Numeric-News,0.5339132347409287,0.018119824175087722,0.5283773841244035,0.03075325938030526,0.08192068065186099,15.509497278736319,12.417145767008783,4
pit_cmm_lstm,Regime-SHAP-Numeric,0.5058447400654265,0.01432474879500341,0.502121864929242,0.019731034255124978,0.011239338850707206,24.238988823024467,19.60814439841438,4
pit_cmm_lstm,Regime-SHAP-Numeric-News,0.5157163457542404,0.0236796373293155,0.5127152999964103,0.03012869245972171,0.0370611944589731,24.23919485046485,19.520315474572573,4
