fold,balanced_accuracy_lstm,balanced_accuracy_pit_cmm,balanced_accuracy_delta_pp
fold_1,0.4963108706345303,0.4999297308692291,0.36188602346988175
fold_2,0.5223410087719298,0.5158991228070176,-0.6441885964912242
fold_3,0.5296116831549902,0.49791372232317116,-3.169796083181903
fold_4,0.5320175438596491,0.5491228070175439,1.7105263157894846
