fit_id,model,fold,test_year,base_seed,arm,scope,regime,fit_seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
4c82dbb7352061937729,pit_cmm_lstm,fold_1,2022,789,Regime-SHAP-Numeric,regime,sideway,1412251680,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,287,8.184383300002082,0.9308136999898124,9462
b400e63cc685e4b296c1,pit_cmm_lstm,fold_1,2022,789,Regime-SHAP-Numeric,regime,bear,1676376697,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,220,7.361344899996766,0.9344924000033644,6606
6467ab296ed90963c7eb,pit_cmm_lstm,fold_1,2022,789,Regime-SHAP-Numeric-News,regime,bull,566602380,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,216,7.64852570000221,0.8742303000035463,3750
9e31c1036b8a82633a93,pit_cmm_lstm,fold_1,2022,789,Regime-SHAP-Numeric-News,regime,sideway,1412251680,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,287,8.308067900012247,1.1080320999899411,10006
ef2cb6de4d8dd07c803f,pit_cmm_lstm,fold_1,2022,789,Regime-SHAP-Numeric-News,regime,bear,1676376697,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,220,8.337877600002685,0.9398559999972348,7150
702b0a8f5bdce935b276,pit_cmm_lstm,fold_2,2023,123,Global-Numeric,global,global,123,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,964,10.103315700005624,0.9315216999966652,9462
bdf0f76ac820cba6d369,pit_cmm_lstm,fold_2,2023,123,Global-Numeric-News,global,global,123,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,9.867393299995456,0.970641499996418,10006
e498b6015c8864065c1e,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric,regime,bull,288347036,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,295,7.945721099997172,0.8827602000092156,3206
d2e3e61bf1de00392111,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric,regime,sideway,2046851630,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,383,7.834813599998597,0.9164921000046888,9462
0ebe126f9a9ea48dabc1,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric,regime,bear,235231008,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,286,7.429637799999909,0.8884068000043044,6606
62c0e29e36c98ee11c99,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric-News,regime,bull,288347036,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,295,7.589268299998366,0.9042963999963832,3750
a009d1626ee6c4a9fc25,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric-News,regime,sideway,2046851630,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,383,7.71457699999155,0.8761835999903269,10006
eac2d8902a5f937aef33,pit_cmm_lstm,fold_2,2023,123,Regime-SHAP-Numeric-News,regime,bear,235231008,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,286,7.545782000001054,0.9029827000049409,7150
14820e297a694c1fb819,pit_cmm_lstm,fold_2,2023,2025,Global-Numeric,global,global,2025,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,964,9.858669500012184,0.9118865999917034,9462
c022a0b48707890b64c4,pit_cmm_lstm,fold_2,2023,2025,Global-Numeric-News,global,global,2025,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,9.927609699996538,0.868353500001831,10006
cd2f50429dfe51dda6f0,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric,regime,bull,2072905862,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,295,7.644352799994522,0.9799081999954068,3206
cb78299cb7e4286c1e6c,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric,regime,sideway,1719281127,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,383,7.7350630999862915,0.8510117999976501,9462
289842318d8c973eb772,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric,regime,bear,926380243,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,286,7.534065600004396,0.8652208999992581,6606
863bed70fa882e6ad0c0,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric-News,regime,bull,2072905862,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,295,7.599816800007829,0.9641318999929354,3750
7bda19ad493dfa08a8ff,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric-News,regime,sideway,1719281127,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,383,7.713374200000544,0.8996526999981143,10006
758beb69f5b66678024e,pit_cmm_lstm,fold_2,2023,2025,Regime-SHAP-Numeric-News,regime,bear,926380243,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,286,7.350948899998912,0.933932800006005,7150
af3995a8233c2651fd53,pit_cmm_lstm,fold_2,2023,42,Global-Numeric,global,global,42,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,964,10.441523700006655,0.988918900009594,9462
bc26eef3034250f8ee0b,pit_cmm_lstm,fold_2,2023,42,Global-Numeric-News,global,global,42,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,10.591746199992484,0.8979429000028176,10006
d365182c1001df797147,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric,regime,bull,233391756,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,295,7.998157599999104,0.992730500001926,3206
9cdff15a467a326f2997,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric,regime,sideway,1801841624,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,383,8.181384099996649,0.7650107000081334,9462
9d93b550c217414ff1fa,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric,regime,bear,1151042323,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,286,7.893201900005806,1.023421200006851,6606
962ff1e75451a1751cba,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric-News,regime,bull,233391756,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,295,7.817611999998917,0.957558499998413,3750
2fa925b21aa63bc6196b,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric-News,regime,sideway,1801841624,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,383,8.476810100008151,1.1838849000050686,10006
10f45e60e030ee933f85,pit_cmm_lstm,fold_2,2023,42,Regime-SHAP-Numeric-News,regime,bear,1151042323,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,286,8.089856799997506,0.935623099998338,7150
d051de755eedf4451174,pit_cmm_lstm,fold_2,2023,456,Global-Numeric,global,global,456,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,964,9.777103899992651,0.9021759000024758,9462
76d1484c3ff263dbda0d,pit_cmm_lstm,fold_2,2023,456,Global-Numeric-News,global,global,456,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,9.666750300006242,0.8855459999904269,10006
c33b7e160958cacf2359,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric,regime,bull,1574850040,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,295,7.492639799995231,0.856718600000022,3206
9bf55a6451de66ca9fee,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric,regime,sideway,376207022,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,383,7.74803350000002,0.8960422999953153,9462
10ce55fe681abb0751b5,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric,regime,bear,518123612,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,286,7.66010880000249,0.9482130999967922,6606
8f3ea7d92a6f0bac982a,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric-News,regime,bull,1574850040,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,295,7.631389999995008,0.8592318000009982,3750
f2f1bc4ab5e045aa2cc2,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric-News,regime,sideway,376207022,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,383,7.707035800005542,0.9970739999989746,10006
68a6fcb6da0355dab1af,pit_cmm_lstm,fold_2,2023,456,Regime-SHAP-Numeric-News,regime,bear,518123612,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,286,7.901041300006909,0.8663012000033632,7150
d91691545d9c0fd8c92e,pit_cmm_lstm,fold_2,2023,789,Global-Numeric,global,global,789,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,964,9.640812600002391,0.8791906999977073,9462
e6214f795dc9ac9c9f17,pit_cmm_lstm,fold_2,2023,789,Global-Numeric-News,global,global,789,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,9.590946299998905,0.9846560000005412,10006
59ec1370945377e9bdaf,pit_cmm_lstm,fold_2,2023,789,Regime-SHAP-Numeric,regime,bull,566602380,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,295,7.646582100001979,0.9412928000092506,3206
