fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,13.021364075444644,10.47162839149538,1.0611210495257941,0.6577038676514763,0.4730290456431535,14.68851559999166
fold_2,2012,2022,2023,2600,243,13.394424501799689,10.708987512510008,1.1560115091733012,0.9093771160421052,0.5637860082304527,15.958503799978644
fold_3,2012,2023,2024,2843,244,19.910420646816533,16.656890117574935,1.931413524033098,0.7955762726161821,0.48360655737704916,16.647242100036237
fold_4,2012,2024,2025,3087,234,29.03836334317681,22.034709474403645,2.8597094455449126,0.6744910170317115,0.5470085470085471,17.809291299956385
