variant,balanced_accuracy_mean,balanced_accuracy_std,direction_accuracy_mean,mcc_mean,rmse_mean,mae_mean,turning_accuracy_mean
lstm_anchor,0.508968017347164,0.00893799693937432,0.49894547325102884,0.041184033132839165,13.963105563586932,9.720300787096964,0.5280601659751037
cnn_residual,0.5075822484466328,0.02711820802147986,0.5011574074074074,0.014041086138525954,15.71653705714409,11.421571372179883,0.5259854771784233
latent_turn_gate,0.4914766608126287,0.03531034760331401,0.4867026748971193,-0.019807633964305613,15.26429792807107,10.953443541934302,0.5322095435684647
supervised_turn_gate,0.504649906874735,0.015300939954222288,0.499048353909465,0.008002334657995849,15.00998043879908,10.642206960928226,0.5218360995850623
tcrc_full,0.5020883207808113,0.02932002510657859,0.4949588477366256,0.0007286415952468921,14.488811750974156,10.197345661132514,0.5052904564315353
