rmse_mean,rmse_std,mae_mean,mae_std,mape_mean,mape_std,r2_mean,r2_std,direction_accuracy_mean,direction_accuracy_std
45.41475993282961,4.87582801860668,35.97689755904397,4.197409616300219,4.2647381984809325,0.5245242440694989,-0.5287227535752116,0.24609128226352228,0.49714970598158814,0.008215102318182586
