fit_id,model,fold,test_year,base_seed,arm,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
d96b5c3ad2b6b00a7ef5,lstm,fold_1,2022,123,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,723,3.996567700000014,0.37055289999989327,1745
5b5fc9ac97fbab7a7adc,lstm,fold_1,2022,123,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,723,3.614228999998886,0.3809088000052725,9553
5e59c99c4e7fbe3a7010,lstm,fold_1,2022,123,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,723,3.7712835000056657,0.37649389999569394,9553
d7359320e9646a06422b,lstm,fold_1,2022,123,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,723,3.79763990000356,0.38994130000355653,9553
