model,arm,executed_fits,fit_seconds_total,fit_seconds_mean,inference_seconds_total,retrieval_seconds_total,trainable_parameters_mean,training_sequences_min,training_sequences_max
pit_dern,Global-Numeric,20,128.12403149998863,6.406201574999431,10.185651999985566,1.0563072000077218,8916.0,723,1451
pit_dern,Global-Numeric-News,20,129.30308750001132,6.465154375000566,10.159514099999797,1.476260800031013,9108.0,723,1451
pit_dern,Regime-SHAP-Numeric,20,129.7971543000167,6.489857715000835,10.306093399965903,1.0181695000064783,8988.0,723,1451
pit_dern,Regime-SHAP-Numeric-News,20,130.5993675000209,6.529968375001045,10.097425699990708,1.0312773999758054,9180.0,723,1451
