fit_id,protocol_id,model,fold,test_year,arm,base_seed,window,feature_count,feature_hash,training_sequences,memory_up,memory_down,fit_seconds,inference_seconds,retrieval_seconds,trainable_parameters,final_training_loss
35c336e0b90910add7c3,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Regime-SHAP-Numeric-News,42,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1207,606,601,8.662238200005959,0.6153138999943621,0.0908682000008411,9180,0.9558103680610656
9ddb971453151ab8e4aa,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Global-Numeric,456,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,606,601,6.448070899990853,0.5070491999940714,0.1337860000057844,8916,0.9664798974990844
40d9966cad2548bf935c,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Global-Numeric-News,456,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,606,601,6.788074099997175,0.5068553000019165,0.1574322000087704,9108,0.9501619338989258
f057c21b82d997924694,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Regime-SHAP-Numeric,456,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1207,606,601,6.652675799996359,0.5181237999931909,0.012292500003241,8988,0.9663222432136536
597d538f9fa31fc3913d,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Regime-SHAP-Numeric-News,456,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1207,606,601,6.702955699991435,0.5218013999983668,0.1301026999863097,9180,0.9419665336608888
e3b245d0b3a2468d0c00,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Global-Numeric,789,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,606,601,6.61434110000846,0.4861560999997891,0.017643200000748,8916,0.9110146760940552
1f47b4ec3b6b282b0f5c,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Global-Numeric-News,789,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,606,601,6.335600500009605,0.5011453999904916,0.1639147999958368,9108,0.894244909286499
1cd8e9706ff60e6b208c,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Regime-SHAP-Numeric,789,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,1207,606,601,6.41083079999953,0.5099712999945041,0.1104497000051196,8988,0.9465798139572144
8b35c3b961cded801938,pit-dern-exploratory-v1,pit_dern,fold_3,2024,Regime-SHAP-Numeric-News,789,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,1207,606,601,6.72575009999855,0.462544500012882,0.0372351999976672,9180,0.9299960732460022
25beef396cc404a66d61,pit-dern-exploratory-v1,pit_dern,fold_4,2025,Global-Numeric,123,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1451,724,727,7.140227299998514,0.6731669000000693,0.0327942000003531,8916,0.9845214486122132
