model,arm,balanced_accuracy_mean,balanced_accuracy_std,direction_accuracy_mean,direction_accuracy_std,mcc_mean,rmse_mean,mae_mean,temporal_folds
pit_dern,Global-Numeric,0.5200961623919012,0.027774499146938064,0.5105187095360344,0.034558101644431655,0.041428891637670065,14.812597458650114,11.914511319588373,4
pit_dern,Global-Numeric-News,0.48643690361334857,0.022704186790646386,0.47822057992512534,0.029532409259129436,-0.028763876802995518,13.730358091544316,11.16076342847149,4
pit_dern,Regime-SHAP-Numeric,0.5137338673303282,0.05354495726096731,0.503846338398313,0.0547339034156527,0.031746778343898635,13.454682097038546,10.88405193531882,4
pit_dern,Regime-SHAP-Numeric-News,0.5015896459754035,0.018968846890882466,0.49496797549610516,0.02073838556917146,0.0036755188245588023,13.688351871228631,11.013012207505797,4
