model,fold,test_year,base_seed,arm,window,models_in_arm,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm_attention,fold_1,2022,42,Global-Numeric,10,1,6.860447899991414,0.5856062999955611,10129,241,21.877135252830076,17.164860209459093,1.7487974380286049,0.03379355114139648,0.4625,0.4611411706837186,-0.07727099394412841,1.0,240,1,0,48,59,70,63,0.5083333333333333
lstm_attention,fold_1,2022,42,Global-Numeric-News,10,1,6.842047300000559,0.6178672000096412,10641,241,24.24955967824585,18.287200861224495,1.8630127853764598,-0.18712579674552088,0.45,0.45717096479516545,-0.08602151764163367,1.0,240,1,0,56,51,81,52,0.42916666666666664
lstm_attention,fold_1,2022,42,Regime-SHAP-Numeric,10,3,16.188663599998108,1.7895109000091907,21811,241,28.349734501213163,23.571185153327058,2.3942056844601383,-0.6225086480872508,0.5333333333333333,0.5424074204202094,0.08539284317845694,1.0,240,1,0,67,40,72,61,0.42083333333333334
lstm_attention,fold_1,2022,42,Regime-SHAP-Numeric-News,10,3,16.05982350000704,1.780435499997111,23347,241,24.299436958245092,17.82404462147551,1.8192913932215842,-0.19201425655189897,0.5083333333333333,0.510716042442555,0.021324467906031718,1.0,240,1,0,57,50,68,65,0.4791666666666667
