fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,15.935179358460962,12.609454844443125,1.2795974647691812,0.4873712723636997,0.5103734439834025,13.681822500017006
fold_2,2012,2022,2023,2600,243,20.08379400868379,16.152079201333326,1.7552928891487443,0.7962576653825721,0.5349794238683128,14.86647410003934
fold_3,2012,2023,2024,2843,244,23.346733040652115,19.348484331398744,2.263756371984422,0.7189247105055022,0.48360655737704916,16.210555500001647
fold_4,2012,2024,2025,3087,234,15.927193184830669,12.655008200529284,1.6017125070915406,0.9020741830070685,0.5341880341880342,17.32267070002854
