inner_fold,validation_year,seed,variant,observations,balanced_accuracy,direction_accuracy,mcc,binary_crossentropy,brier_score
inner_2020,2020,789,cnn_trend_shap,243,0.5,0.48559670781893005,0.0,4.266092369915162,0.4851058103958045
inner_2020,2020,789,lstm_price_shap,243,0.5126779661016949,0.5020576131687243,0.037476530262387835,0.8481975771789412,0.31455449138049196
inner_2020,2020,789,simple_average_shap,243,0.5,0.48559670781893005,0.0,1.0559614414769085,0.37217569518020194
inner_2020,2020,789,leader_no_disagreement_shap,243,0.5044406779661017,0.49382716049382713,0.013126806054472745,0.8628287977869595,0.3169870182690864
inner_2020,2020,789,pit_tldn_all_features,243,0.5,0.48559670781893005,0.0,1.2278348118553974,0.39994693130236747
inner_2020,2020,789,pit_tldn,243,0.5,0.48559670781893005,0.0,1.9501743746534428,0.4549670133368065
