fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,6.980501762937267,5.242073270552388,0.5336334445578383,0.9016300817504327,0.5352697095435685
fold_2,2012,2022,2023,2600,243,7.451672836063474,5.655327761300795,0.6106733273390943,0.9719522957269975,0.551440329218107
fold_3,2012,2023,2024,2843,244,6.972118648163977,5.246571164991035,0.6054830462085351,0.9749331380004359,0.4959016393442623
fold_4,2012,2024,2025,3087,234,10.35875628509546,8.065857914329595,1.022963883018465,0.9585777258442244,0.405982905982906
