model,fold,test_year,base_seed,arm,window,models_in_arm,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
cnn,fold_1,2022,456,Regime-SHAP-Numeric,20,3,10.57085509999888,0.8570259999978589,23187,241,16.344362422178392,13.152281434402417,1.3421036469378886,0.4607067358493074,0.5416666666666666,0.5280022486121847,0.0576311300033143,1.0,240,1,0,43,64,46,87,0.6291666666666667
cnn,fold_1,2022,456,Regime-SHAP-Numeric-News,20,3,10.15844779998588,1.0391250000102443,25491,241,26.896780110850447,18.75982208488391,1.9312051678020423,-0.4604598201142988,0.5625,0.5413182488932612,0.0896331632347506,1.0,240,1,0,37,70,35,98,0.7
cnn,fold_1,2022,789,Global-Numeric,20,1,4.277861899987329,0.2555145000078482,12017,241,32.4960394978443,27.39539660190642,2.7915375604066752,-1.131816877170707,0.5041666666666667,0.4621952076452814,-0.1170705384584807,1.0,240,1,0,8,99,20,113,0.8833333333333333
cnn,fold_1,2022,789,Global-Numeric-News,20,1,4.120213999995031,0.2061323999951128,12785,241,25.55343687056798,20.40652336434209,2.0818286690608065,-0.318219306537612,0.4875,0.469081582460825,-0.065201858958442,1.0,240,1,0,32,75,48,85,0.6666666666666666
cnn,fold_1,2022,789,Regime-SHAP-Numeric,20,3,8.756976299991948,0.7077064999903087,23187,241,13.853742535162514,11.358283466155092,1.1557148571667584,0.6125432308718597,0.5375,0.535204834516197,0.0700829402669573,1.0,240,1,0,55,52,59,74,0.525
cnn,fold_1,2022,789,Regime-SHAP-Numeric-News,20,3,8.511674500012305,0.7173393999983091,25491,241,16.599069921796858,12.86110516400258,1.307376638103148,0.4437672740934736,0.4708333333333333,0.4723139624762841,-0.055076796380504,1.0,240,1,0,52,55,72,61,0.4833333333333333
cnn,fold_2,2023,123,Global-Numeric,20,1,4.487758599992958,0.2147863999998662,12017,243,19.810349394380246,16.12462770418375,1.7382104265796572,0.8017678770256057,0.5330578512396694,0.5298108552631579,0.0599243137250376,1.0,242,1,0,75,53,60,54,0.4421487603305785
cnn,fold_2,2023,123,Global-Numeric-News,20,1,4.26437970000552,0.2175767000007908,12785,243,22.42124353078728,17.352393269681162,1.8592746312403583,0.7460728412431739,0.5413223140495868,0.5285087719298246,0.0636076704089965,1.0,242,1,0,96,32,79,35,0.2768595041322314
cnn,fold_2,2023,123,Regime-SHAP-Numeric,20,3,8.197596699988935,0.6662641000002623,23187,243,32.732243435739626,24.181737950417247,2.620990450804863,0.4588205380964788,0.5413223140495868,0.5299479166666666,0.0651402228180564,1.0,242,1,0,93,35,76,38,0.3016528925619834
cnn,fold_2,2023,123,Regime-SHAP-Numeric-News,20,3,8.260355499980506,0.6949747000035131,25491,243,27.13845307360593,20.39306552279878,2.2202529116697174,0.6279854389346147,0.5206611570247934,0.5171326754385965,0.0344738832916081,1.0,242,1,0,74,54,62,52,0.4380165289256198
cnn,fold_2,2023,2025,Global-Numeric,20,1,4.520218200006639,0.2740079999930458,12017,243,20.930941773417796,17.314397601850732,1.8558016572109728,0.7787071914344239,0.5495867768595041,0.5463952850877193,0.093261518142185,1.0,242,1,0,77,51,58,56,0.4421487603305785
