stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
window_selection,lstm_cnn,full_ta_vmd,20,42,fold_1,2012,2017,2018,1386,245,47.53286831326385,41.68588490554751,3.6196156440058345,-0.22098754531973364,0.5346938775510204,10.64661250001518
window_selection,lstm_cnn,full_ta_vmd,20,42,fold_2,2012,2018,2019,1631,244,48.14406555387946,44.14005534687722,4.054842132435833,-2.7916158051767432,0.47540983606557374,11.880004999984521
window_selection,lstm_cnn,full_ta_vmd,20,42,fold_3,2012,2019,2020,1875,243,67.1298637733723,49.27024029237296,5.814969291081168,0.43712323960289146,0.4444444444444444,11.065886700002011
window_selection,lstm_cnn,full_ta_vmd,20,42,fold_4,2012,2020,2021,2118,241,31.51078128100574,25.372098596818205,2.6428171835305294,-1.142551551856748,0.45643153526970953,14.120114099991042
