fit_id,model,fold,test_year,base_seed,arm,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
8ec033e2c1c1f34e6d01,lstm,fold_2,2023,123,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,4.210402199998498,0.3882851000016671,9553
e0424531730c0d5c0c3a,lstm,fold_2,2023,123,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,4.208413399996061,0.3543332999979611,9553
e94f53872e5851bcf1e7,lstm,fold_2,2023,456,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,964,4.175106100003177,0.4076221000068472,1745
581e447deb4db6ee02ac,lstm,fold_2,2023,456,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.110864299997047,0.491906299997936,9553
ed412a6b6cfb1a40ad12,lstm,fold_2,2023,456,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,4.455955400000676,0.4228043000039179,9553
5ce8f518043723d1b989,lstm,fold_2,2023,456,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,4.13133370000287,0.4079003999941051,9553
ffb09dcfca6d66cb248b,lstm,fold_2,2023,789,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,964,4.532649599997967,0.4013105000049108,1745
37c495701279a7b30be2,lstm,fold_2,2023,789,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.061081300002115,0.5019044000000576,9553
ad4910a0e3012e9db20f,lstm,fold_2,2023,789,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.257824800006347,0.4610210999962874,9553
3a6070f2c345f62dcde8,lstm,fold_2,2023,789,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.323629300000903,0.5361018999974476,9553
12a2ed7d89522191e7ae,lstm,fold_2,2023,2025,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,964,5.804697899999155,0.4592740000007325,1745
073483d41d9a4b91a4c9,lstm,fold_2,2023,2025,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.6255029999956605,0.5811947999973199,9553
16cdc5905051fa048aec,lstm,fold_2,2023,2025,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.638213199999882,0.5802502999940771,9553
8259605f0e6be61b296b,lstm,fold_2,2023,2025,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,964,5.880738400002883,0.5414024999990943,9553
f01f88d5065f1f1be845,lstm,fold_3,2024,42,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,1207,6.1410771000009845,0.5798030000005383,1745
b8224b028c04fbdfb5cf,lstm,fold_3,2024,42,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,5.849796099995729,0.5136657999973977,9553
17e50e1fa2048fd90b13,lstm,fold_3,2024,42,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,6.154541399999289,0.5482237999967765,9553
f43ecc81f6446d743b6a,lstm,fold_3,2024,42,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,6.314267599998857,0.5311378000042168,9553
a8a4a12ad3c6ae0ed0a2,lstm,fold_3,2024,123,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,1207,4.742581599995901,0.3689553999938653,1745
aa3bf3d8bb2af905ae25,lstm,fold_3,2024,123,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,4.807115800002066,0.4168118000015965,9553
c1b24a8600599ecd7843,lstm,fold_3,2024,123,Global-Numeric-Lagged-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,4.687675900000613,0.4229734000036842,9553
13c58218d4900273f83f,lstm,fold_3,2024,123,Global-Numeric-Random-Features,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,4.671550200000638,0.4210664999991422,9553
ca0a96f4cc2871ca5659,lstm,fold_3,2024,456,News-Only,8,66288c297dd324367a8595f4e4d41a6d0c4f683f0534c571b40ea085d994132d,1207,4.793542799998249,0.5318693000008352,1745
d58250671b4f6088098c,lstm,fold_3,2024,456,Global-Numeric-Shuffled-News,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,4.595689299996593,0.3583924000049592,9553
