model,fold,test_year,quarter,balanced_accuracy_treatment,balanced_accuracy_control,contrast,balanced_accuracy_delta_pp
lstm_attention,fold_3,2024,2024Q4,0.5994444444444444,0.5644444444444444,observed_news_effect,3.500000000000003
lstm_attention,fold_4,2025,2025Q1,0.46270270270270275,0.5016216216216216,observed_news_effect,-3.8918918918918854
lstm_attention,fold_4,2025,2025Q2,0.4846059113300492,0.5,observed_news_effect,-1.539408866995079
lstm_attention,fold_4,2025,2025Q3,0.5507936507936508,0.5497354497354497,observed_news_effect,0.10582010582010914
lstm_attention,fold_4,2025,2025Q4,0.5235714285714286,0.49357142857142855,observed_news_effect,3.0000000000000027
lstm_cnn,fold_1,2022,2022Q1,0.6505016722408027,0.5981047937569677,observed_news_effect,5.2396878483835
lstm_cnn,fold_1,2022,2022Q2,0.47916666666666663,0.5572916666666666,observed_news_effect,-7.8125
lstm_cnn,fold_1,2022,2022Q3,0.36520376175548586,0.38035527690700105,observed_news_effect,-1.5151515151515194
lstm_cnn,fold_1,2022,2022Q4,0.48237367802585196,0.4306698002350176,observed_news_effect,5.170387779083435
lstm_cnn,fold_2,2023,2023Q1,0.5145530145530146,0.45478170478170477,observed_news_effect,5.977130977130985
lstm_cnn,fold_2,2023,2023Q2,0.5459627329192547,0.5534161490683229,observed_news_effect,-0.7453416149068248
lstm_cnn,fold_2,2023,2023Q3,0.5318704284221525,0.5276907001044933,observed_news_effect,0.4179728317659226
lstm_cnn,fold_2,2023,2023Q4,0.5503472222222222,0.5972222222222222,observed_news_effect,-4.6875
lstm_cnn,fold_3,2024,2024Q1,0.4821428571428571,0.4857142857142857,observed_news_effect,-0.3571428571428614
lstm_cnn,fold_3,2024,2024Q2,0.5,0.5,observed_news_effect,0.0
lstm_cnn,fold_3,2024,2024Q3,0.6211018711018711,0.5826403326403327,observed_news_effect,3.8461538461538436
lstm_cnn,fold_3,2024,2024Q4,0.5622222222222222,0.5544444444444444,observed_news_effect,0.7777777777777772
lstm_cnn,fold_4,2025,2025Q1,0.5091891891891892,0.5491891891891891,observed_news_effect,-3.9999999999999925
lstm_cnn,fold_4,2025,2025Q2,0.5,0.5,observed_news_effect,0.0
lstm_cnn,fold_4,2025,2025Q3,0.537037037037037,0.5185185185185185,observed_news_effect,1.851851851851849
lstm_cnn,fold_4,2025,2025Q4,0.5614285714285714,0.5971428571428572,observed_news_effect,-3.571428571428581
lstm_cnn_attention,fold_1,2022,2022Q1,0.5953177257525084,0.620958751393534,observed_news_effect,-2.564102564102555
lstm_cnn_attention,fold_1,2022,2022Q2,0.5052083333333333,0.453125,observed_news_effect,5.208333333333326
lstm_cnn_attention,fold_1,2022,2022Q3,0.3672936259143156,0.39759665621734586,observed_news_effect,-3.0303030303030276
lstm_cnn_attention,fold_1,2022,2022Q4,0.48237367802585196,0.45240893066980026,observed_news_effect,2.99647473560517
lstm_cnn_attention,fold_2,2023,2023Q1,0.4719334719334719,0.47765072765072764,observed_news_effect,-0.5717255717255731
lstm_cnn_attention,fold_2,2023,2023Q2,0.5254658385093167,0.5540372670807453,observed_news_effect,-2.857142857142858
lstm_cnn_attention,fold_2,2023,2023Q3,0.4994775339602926,0.4994775339602926,observed_news_effect,0.0
lstm_cnn_attention,fold_2,2023,2023Q4,0.48900462962962965,0.48900462962962965,observed_news_effect,0.0
lstm_cnn_attention,fold_3,2024,2024Q1,0.5178571428571429,0.525,observed_news_effect,-0.7142857142857117
lstm_cnn_attention,fold_3,2024,2024Q2,0.5,0.5,observed_news_effect,0.0
lstm_cnn_attention,fold_3,2024,2024Q3,0.6112266112266113,0.646049896049896,observed_news_effect,-3.4823284823284784
lstm_cnn_attention,fold_3,2024,2024Q4,0.5177777777777778,0.5705555555555556,observed_news_effect,-5.277777777777781
lstm_cnn_attention,fold_4,2025,2025Q1,0.4956756756756757,0.5156756756756757,observed_news_effect,-2.0000000000000018
lstm_cnn_attention,fold_4,2025,2025Q2,0.5,0.5,observed_news_effect,0.0
lstm_cnn_attention,fold_4,2025,2025Q3,0.5227513227513227,0.5227513227513227,observed_news_effect,0.0
lstm_cnn_attention,fold_4,2025,2025Q4,0.5835714285714286,0.6014285714285714,observed_news_effect,-1.7857142857142794
cnn,fold_1,2022,2022Q1,0.5250836120401338,0.5585284280936456,observed_vs_shuffled,-3.3444816053511794
cnn,fold_1,2022,2022Q2,0.515625,0.49479166666666663,observed_vs_shuffled,2.083333333333337
cnn,fold_1,2022,2022Q3,0.35893416927899685,0.39132706374085685,observed_vs_shuffled,-3.239289446186
cnn,fold_1,2022,2022Q4,0.40070505287896596,0.38719153936545236,observed_vs_shuffled,1.3513513513513598
cnn,fold_2,2023,2023Q1,0.5072765072765073,0.5322245322245323,observed_vs_shuffled,-2.494802494802495
cnn,fold_2,2023,2023Q2,0.5527950310559007,0.5167701863354037,observed_vs_shuffled,3.602484472049694
cnn,fold_2,2023,2023Q3,0.4602925809822362,0.5318704284221525,observed_vs_shuffled,-7.15778474399163
cnn,fold_2,2023,2023Q4,0.5405092592592593,0.6099537037037037,observed_vs_shuffled,-6.944444444444442
cnn,fold_3,2024,2024Q1,0.4892857142857143,0.4928571428571429,observed_vs_shuffled,-0.3571428571428559
cnn,fold_3,2024,2024Q2,0.5,0.5,observed_vs_shuffled,0.0
cnn,fold_3,2024,2024Q3,0.5192307692307693,0.5384615384615384,observed_vs_shuffled,-1.9230769230769162
cnn,fold_3,2024,2024Q4,0.6022222222222222,0.5811111111111111,observed_vs_shuffled,2.111111111111108
cnn,fold_4,2025,2025Q1,0.5432432432432432,0.5502702702702703,observed_vs_shuffled,-0.7027027027027066
cnn,fold_4,2025,2025Q2,0.500615763546798,0.46674876847290636,observed_vs_shuffled,3.386699507389168
cnn,fold_4,2025,2025Q3,0.5195767195767196,0.5423280423280423,observed_vs_shuffled,-2.2751322751322745
cnn,fold_4,2025,2025Q4,0.5614285714285714,0.5707142857142857,observed_vs_shuffled,-0.9285714285714342
lstm,fold_1,2022,2022Q1,0.5261984392419174,0.5546265328874025,observed_vs_shuffled,-2.842809364548504
lstm,fold_1,2022,2022Q2,0.5,0.4739583333333333,observed_vs_shuffled,2.6041666666666687
lstm,fold_1,2022,2022Q3,0.4890282131661442,0.5407523510971787,observed_vs_shuffled,-5.1724137931034475
lstm,fold_1,2022,2022Q4,0.381316098707403,0.40305522914218567,observed_vs_shuffled,-2.173913043478265
lstm,fold_2,2023,2023Q1,0.4594594594594595,0.5613305613305614,observed_vs_shuffled,-10.187110187110187
lstm,fold_2,2023,2023Q2,0.4857142857142857,0.5236024844720497,observed_vs_shuffled,-3.7888198757764
lstm,fold_2,2023,2023Q3,0.5956112852664577,0.5595611285266457,observed_vs_shuffled,3.6050156739811934
lstm,fold_2,2023,2023Q4,0.5063657407407407,0.5162037037037037,observed_vs_shuffled,-0.983796296296302
lstm,fold_3,2024,2024Q1,0.5107142857142857,0.5,observed_vs_shuffled,1.0714285714285676
lstm,fold_3,2024,2024Q2,0.47962962962962963,0.5,observed_vs_shuffled,-2.037037037037037
lstm,fold_3,2024,2024Q3,0.5192307692307693,0.5,observed_vs_shuffled,1.9230769230769273
lstm,fold_3,2024,2024Q4,0.4716666666666667,0.5716666666666668,observed_vs_shuffled,-10.000000000000009
lstm,fold_4,2025,2025Q1,0.47459459459459463,0.5508108108108107,observed_vs_shuffled,-7.62162162162161
lstm,fold_4,2025,2025Q2,0.5357142857142857,0.541256157635468,observed_vs_shuffled,-0.5541871921182273
lstm,fold_4,2025,2025Q3,0.4883597883597884,0.5619047619047619,observed_vs_shuffled,-7.354497354497353
lstm,fold_4,2025,2025Q4,0.3892857142857143,0.5192857142857144,observed_vs_shuffled,-13.000000000000005
lstm_attention,fold_1,2022,2022Q1,0.48494983277591974,0.49275362318840576,observed_vs_shuffled,-0.7803790412486022
lstm_attention,fold_1,2022,2022Q2,0.5,0.48958333333333337,observed_vs_shuffled,1.041666666666663
lstm_attention,fold_1,2022,2022Q3,0.4059561128526646,0.38453500522466044,observed_vs_shuffled,2.1421107628004146
lstm_attention,fold_1,2022,2022Q4,0.4747356051703878,0.4582843713278496,observed_vs_shuffled,1.6451233842538215
lstm_attention,fold_2,2023,2023Q1,0.5644490644490645,0.5758835758835759,observed_vs_shuffled,-1.1434511434511352
lstm_attention,fold_2,2023,2023Q2,0.5335403726708075,0.5546583850931677,observed_vs_shuffled,-2.111801242236022
lstm_attention,fold_2,2023,2023Q3,0.4885057471264368,0.5208986415882968,observed_vs_shuffled,-3.239289446186
lstm_attention,fold_2,2023,2023Q4,0.4861111111111111,0.5144675925925926,observed_vs_shuffled,-2.8356481481481453
lstm_attention,fold_3,2024,2024Q1,0.5357142857142857,0.47500000000000003,observed_vs_shuffled,6.071428571428567
lstm_attention,fold_3,2024,2024Q2,0.48148148148148145,0.5296296296296297,observed_vs_shuffled,-4.814814814814822
lstm_attention,fold_3,2024,2024Q3,0.5769230769230769,0.5691268191268192,observed_vs_shuffled,0.77962577962577
lstm_attention,fold_3,2024,2024Q4,0.5994444444444444,0.5672222222222222,observed_vs_shuffled,3.2222222222222263
lstm_attention,fold_4,2025,2025Q1,0.46270270270270275,0.46270270270270275,observed_vs_shuffled,0.0
lstm_attention,fold_4,2025,2025Q2,0.4846059113300492,0.4673645320197044,observed_vs_shuffled,1.7241379310344807
lstm_attention,fold_4,2025,2025Q3,0.5507936507936508,0.5137566137566137,observed_vs_shuffled,3.703703703703709
lstm_attention,fold_4,2025,2025Q4,0.5235714285714286,0.5414285714285715,observed_vs_shuffled,-1.7857142857142905
lstm_cnn,fold_1,2022,2022Q1,0.6505016722408027,0.5529542920847268,observed_vs_shuffled,9.75473801560759
lstm_cnn,fold_1,2022,2022Q2,0.47916666666666663,0.515625,observed_vs_shuffled,-3.645833333333337
lstm_cnn,fold_1,2022,2022Q3,0.36520376175548586,0.35214211076280044,observed_vs_shuffled,1.3061650992685414
lstm_cnn,fold_1,2022,2022Q4,0.48237367802585196,0.5070505287896593,observed_vs_shuffled,-2.4676850763807323
lstm_cnn,fold_2,2023,2023Q1,0.5145530145530146,0.48544698544698545,observed_vs_shuffled,2.9106029106029165
lstm_cnn,fold_2,2023,2023Q2,0.5459627329192547,0.5385093167701863,observed_vs_shuffled,0.7453416149068359
lstm_cnn,fold_2,2023,2023Q3,0.5318704284221525,0.5318704284221525,observed_vs_shuffled,0.0
lstm_cnn,fold_2,2023,2023Q4,0.5503472222222222,0.5532407407407407,observed_vs_shuffled,-0.289351851851849
lstm_cnn,fold_3,2024,2024Q1,0.4821428571428571,0.4928571428571429,observed_vs_shuffled,-1.0714285714285787
lstm_cnn,fold_3,2024,2024Q2,0.5,0.5,observed_vs_shuffled,0.0
lstm_cnn,fold_3,2024,2024Q3,0.6211018711018711,0.5384615384615384,observed_vs_shuffled,8.264033264033266
lstm_cnn,fold_3,2024,2024Q4,0.5622222222222222,0.5449999999999999,observed_vs_shuffled,1.722222222222225
lstm_cnn,fold_4,2025,2025Q1,0.5091891891891892,0.5232432432432432,observed_vs_shuffled,-1.4054054054054022
lstm_cnn,fold_4,2025,2025Q2,0.5,0.5,observed_vs_shuffled,0.0
lstm_cnn,fold_4,2025,2025Q3,0.537037037037037,0.5,observed_vs_shuffled,3.703703703703698
lstm_cnn,fold_4,2025,2025Q4,0.5614285714285714,0.615,observed_vs_shuffled,-5.35714285714286
lstm_cnn_attention,fold_1,2022,2022Q1,0.5953177257525084,0.5785953177257526,observed_vs_shuffled,1.6722408026755842
lstm_cnn_attention,fold_1,2022,2022Q2,0.5052083333333333,0.484375,observed_vs_shuffled,2.083333333333326
lstm_cnn_attention,fold_1,2022,2022Q3,0.3672936259143156,0.3672936259143156,observed_vs_shuffled,0.0
lstm_cnn_attention,fold_1,2022,2022Q4,0.48237367802585196,0.48237367802585196,observed_vs_shuffled,0.0
lstm_cnn_attention,fold_2,2023,2023Q1,0.4719334719334719,0.4890852390852391,observed_vs_shuffled,-1.7151767151767194
lstm_cnn_attention,fold_2,2023,2023Q2,0.5254658385093167,0.5540372670807453,observed_vs_shuffled,-2.857142857142858
lstm_cnn_attention,fold_2,2023,2023Q3,0.4994775339602926,0.4973876698014629,observed_vs_shuffled,0.2089864158829724
lstm_cnn_attention,fold_2,2023,2023Q4,0.48900462962962965,0.5329861111111112,observed_vs_shuffled,-4.398148148148151
lstm_cnn_attention,fold_3,2024,2024Q1,0.5178571428571429,0.5107142857142857,observed_vs_shuffled,0.7142857142857229
lstm_cnn_attention,fold_3,2024,2024Q2,0.5,0.5,observed_vs_shuffled,0.0
lstm_cnn_attention,fold_3,2024,2024Q3,0.6112266112266113,0.6133056133056134,observed_vs_shuffled,-0.20790020790021346
lstm_cnn_attention,fold_3,2024,2024Q4,0.5177777777777778,0.6566666666666667,observed_vs_shuffled,-13.888888888888895
lstm_cnn_attention,fold_4,2025,2025Q1,0.4956756756756757,0.5091891891891892,observed_vs_shuffled,-1.3513513513513487
lstm_cnn_attention,fold_4,2025,2025Q2,0.5,0.5,observed_vs_shuffled,0.0
lstm_cnn_attention,fold_4,2025,2025Q3,0.5227513227513227,0.5185185185185185,observed_vs_shuffled,0.4232804232804255
lstm_cnn_attention,fold_4,2025,2025Q4,0.5835714285714286,0.6414285714285715,observed_vs_shuffled,-5.785714285714283
cnn,fold_1,2022,2022Q1,0.5250836120401338,0.512263099219621,observed_vs_lagged,1.2820512820512775
cnn,fold_1,2022,2022Q2,0.515625,0.5364583333333333,observed_vs_lagged,-2.083333333333326
cnn,fold_1,2022,2022Q3,0.35893416927899685,0.37408568443051204,observed_vs_lagged,-1.5151515151515194
cnn,fold_1,2022,2022Q4,0.40070505287896596,0.408930669800235,observed_vs_lagged,-0.8225616921269052
cnn,fold_2,2023,2023Q1,0.5072765072765073,0.5088357588357588,observed_vs_lagged,-0.15592515592515177
