model,fold,test_year,contrast,treatment_arm,control_arm,balanced_accuracy_treatment,direction_accuracy_treatment,mcc_treatment,rmse_treatment,mae_treatment,balanced_accuracy_control,direction_accuracy_control,mcc_control,rmse_control,mae_control,balanced_accuracy_delta_pp,direction_accuracy_delta_pp,mcc_delta,rmse_delta,mae_delta
lstm_cnn,fold_4,2025,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5451754385964912,0.5384615384615384,0.10584525837731089,42.129215571412864,32.69479580006894,0.5414473684210527,0.5341880341880342,0.10035970427970674,36.90558922432115,28.354894005754048,0.3728070175438525,0.42735042735042583,0.005485554097604151,5.223626347091717,4.3399017943148905
lstm_cnn_attention,fold_1,2022,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.48176516056496377,0.48333333333333334,-0.03626637617064696,36.85728570715368,29.486639660456365,0.47891926076874425,0.4791666666666667,-0.04191334237771201,35.535234634593046,28.64843151643762,0.284589979621952,0.4166666666666652,0.005646966207065049,1.3220510725606331,0.838208144018747
lstm_cnn_attention,fold_2,2023,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5086348684210527,0.5,0.018058590136629773,29.149901711892195,24.047570272012987,0.5217242324561404,0.5082644628099173,0.04893150074166397,30.72668013597339,25.287590755217344,-1.3089364035087758,-0.8264462809917328,-0.030872910605034196,-1.5767784240811942,-1.2400204832043578
lstm_cnn_attention,fold_3,2024,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5437781815734571,0.5327868852459017,0.10337708314901928,33.99447464390793,27.149634514478375,0.5752742445655832,0.5655737704918032,0.17013278016499692,36.48418055662626,30.21492876877941,-3.149606299212604,-3.2786885245901565,-0.06675569701597764,-2.4897059127183283,-3.0652942543010333
lstm_cnn_attention,fold_4,2025,observed_vs_random,Observed-News,Global-Numeric-Random-Features,0.5412280701754386,0.5341880341880342,0.09846657426694166,56.85990854474363,43.236134793611164,0.5537280701754386,0.5470085470085471,0.1258839237982581,59.15303378182994,44.8660787649929,-1.2499999999999956,-1.2820512820512886,-0.027417349531316443,-2.2931252370863078,-1.629943971381735
lstm,fold_1,2022,news_only_vs_market,News-Only,Market-Only,0.5227671983697562,0.4791666666666667,0.0754440162798816,57.221834917267294,48.105542019717944,0.516161900077296,0.4708333333333333,0.05813180179383969,20.256741645385397,16.519949529371846,0.6605298292460149,0.8333333333333359,0.017312214486041914,36.9650932718819,31.585592490346098
lstm,fold_2,2023,news_only_vs_market,News-Only,Market-Only,0.5442708333333333,0.5371900826446281,0.09104698314659646,52.86580486972187,41.96198781396234,0.5344709429824561,0.5537190082644629,0.0926477528011163,12.728200319652524,10.141189378921888,0.9799890350877138,-1.6528925619834767,-0.001600769654519843,40.13760455006935,31.82079843504045
lstm,fold_3,2024,news_only_vs_market,News-Only,Market-Only,0.5546806649168854,0.5409836065573771,0.14612301570209763,90.24267172893819,79.38551774430174,0.5254391278013325,0.5122950819672131,0.06611281786359825,11.76287652473437,9.345485082761183,2.9241537115552885,2.868852459016402,0.08001019783849937,78.47979520420382,70.04003266154055
lstm,fold_4,2025,news_only_vs_market,News-Only,Market-Only,0.5081140350877192,0.49572649572649574,0.0625771834629858,129.47663633913967,115.04364326338786,0.4978070175438597,0.49572649572649574,-0.00444350537315571,11.396107991831585,8.906781467196803,1.0307017543859542,0.0,0.06702068883614151,118.08052834730809,106.13686179619106
cnn,fold_1,2022,news_only_vs_market,News-Only,Market-Only,0.483346216007308,0.4375,-0.06285616679349751,70.2291853426972,63.63026062555238,0.48035977794954676,0.5,-0.04182682831913275,26.316166764225198,21.728971076177825,0.29864380577612204,-6.25,-0.021029338474364757,43.913018578472006,41.90128954937455
cnn,fold_2,2023,news_only_vs_market,News-Only,Market-Only,0.5097313596491229,0.5082644628099173,0.019454055427017357,49.86601823032424,40.7939405925686,0.5482456140350878,0.5454545454545454,0.09673016668133488,19.590402696475522,16.244158597591955,-3.8514254385964897,-3.7190082644628086,-0.07727611125431752,30.275615533848715,24.549781994976648
cnn,fold_3,2024,news_only_vs_market,News-Only,Market-Only,0.5516521973214886,0.5409836065573771,0.12053182113563636,84.47671134458645,74.92151872096295,0.5169930681741706,0.5,0.060538897542976734,29.277054232657086,24.865769731923187,3.4659129147318057,4.098360655737709,0.059992923592659626,55.19965711192936,50.05574898903976
cnn,fold_4,2025,news_only_vs_market,News-Only,Market-Only,0.5125,0.5,0.11107503021679688,120.42877941441162,103.2128966895423,0.5263157894736842,0.5213675213675214,0.05699879733806412,26.854468691897377,20.604988532180464,-1.3815789473684226,-2.1367521367521403,0.054076232878732755,93.57431072251424,82.60790815736183
lstm_cnn,fold_1,2022,news_only_vs_market,News-Only,Market-Only,0.5,0.44583333333333336,0.0,59.16942004939717,54.47224586875215,0.5024945541423652,0.5083333333333333,0.004989108284730518,26.615530917581612,21.367779169238922,-0.2494554142365213,-6.249999999999995,-0.004989108284730518,32.55388913181555,33.104466699513225
lstm_cnn,fold_2,2023,news_only_vs_market,News-Only,Market-Only,0.5135690789473684,0.5082644628099173,0.02755193843889919,48.21219269411012,37.24202652927093,0.5511239035087719,0.5454545454545454,0.10397217491665829,20.821159117411323,16.893794916696496,-3.7554824561403577,-3.7190082644628086,-0.0764202364777591,27.3910335766988,20.348231612574434
lstm_cnn,fold_3,2024,news_only_vs_market,News-Only,Market-Only,0.5457971599703884,0.5327868852459017,0.11798601656510806,89.07992887604142,77.55574170872714,0.5392691298203109,0.5245901639344263,0.11193577215643705,25.334611803328354,20.620566705224924,0.6528030150077413,0.8196721311475419,0.00605024440867101,63.745317072713064,56.935175003502216
lstm_cnn,fold_4,2025,news_only_vs_market,News-Only,Market-Only,0.5,0.48717948717948717,0.0,123.38144877104618,108.13197512379463,0.5581140350877193,0.5512820512820513,0.13700809108126272,43.35018472842986,32.782642572336215,-5.811403508771928,-6.410256410256415,-0.13700809108126272,80.03126404261633,75.34933255145842
lstm_attention,fold_1,2022,news_only_vs_market,News-Only,Market-Only,0.5010189023961773,0.45,0.006019401443071828,55.685906585252184,47.483951552645344,0.5066052982924601,0.45416666666666666,0.05129253255737497,37.769335472885786,33.490593067302775,-0.5586395896282847,-0.4166666666666652,-0.04527313111430314,17.916571112366398,13.993358485342569
lstm_attention,fold_2,2023,news_only_vs_market,News-Only,Market-Only,0.5498218201754386,0.5537190082644629,0.10047332694783485,45.06162286461607,36.500607790740936,0.5727110745614035,0.5743801652892562,0.14549695091218998,19.74036512201195,16.2302374350122,-2.2889254385964897,-2.066115702479332,-0.04502362396435512,25.321257742604118,20.270370355728737
lstm_attention,fold_3,2024,news_only_vs_market,News-Only,Market-Only,0.5418601520963726,0.5286885245901639,0.10878881669618548,83.36900955767342,73.36909714300025,0.5470421966484958,0.5368852459016393,0.10796446606688857,26.438998488425998,22.402956369732248,-0.5182044552123233,-0.8196721311475419,0.0008243506292969077,56.93001106924743,50.966140773267995
lstm_attention,fold_4,2025,news_only_vs_market,News-Only,Market-Only,0.5039473684210526,0.49145299145299143,0.03507632533162006,125.53769768577072,111.48426920826412,0.5182017543859649,0.5085470085470085,0.055221775315869207,39.45854000147318,31.18863530865794,-1.4254385964912353,-1.7094017094017089,-0.020145449984249143,86.07915768429754,80.29563389960619
lstm_cnn_attention,fold_1,2022,news_only_vs_market,News-Only,Market-Only,0.5037593984962406,0.45,0.05801858302055766,57.33897406062322,52.53964605013862,0.47811116576487944,0.48333333333333334,-0.04370402546279677,36.285745376803945,29.719429246414744,2.5648232731361187,-3.3333333333333326,0.10172260848335443,21.053228683819277,22.820216803723877
lstm_cnn_attention,fold_2,2023,news_only_vs_market,News-Only,Market-Only,0.5077439692982456,0.5041322314049587,0.015582195247806881,46.787166460995856,36.45415040316993,0.5169270833333333,0.5082644628099173,0.03540056955355201,28.21056721778688,23.26145906019603,-0.9183114035087647,-0.4132231404958664,-0.01981837430574513,18.576599243208975,13.192691342973902
lstm_cnn_attention,fold_3,2024,news_only_vs_market,News-Only,Market-Only,0.531731610471768,0.5163934426229508,0.0952020395954842,91.5366407732291,79.37208303330274,0.5795477488390874,0.569672131147541,0.18068680615743768,34.617841670874085,28.089103718912014,-4.781613836731946,-5.327868852459017,-0.08548476656195347,56.91879910235501,51.28297931439073
lstm_cnn_attention,fold_4,2025,news_only_vs_market,News-Only,Market-Only,0.5,0.48717948717948717,0.0,123.43803966202294,109.78693738617038,0.549780701754386,0.5427350427350427,0.11889315084359446,56.9096103436276,42.849509257507115,-4.978070175438598,-5.555555555555553,-0.11889315084359446,66.52842931839535,66.93742812866327
lstm,fold_1,2022,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.4936757782306233,0.5208333333333334,-0.014519207702645386,12.37354336729745,10.017828591369476,0.516161900077296,0.4708333333333333,0.05813180179383969,20.256741645385397,16.519949529371846,-2.2486121846672704,5.000000000000004,-0.07265100949648508,-7.883198278087946,-6.502120938002371
lstm,fold_2,2023,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5649671052631579,0.5702479338842975,0.1321254984195604,10.47835084787642,8.299780497039785,0.5344709429824561,0.5537190082644629,0.0926477528011163,12.728200319652524,10.141189378921888,3.0496162280701733,1.6528925619834656,0.039477745618444096,-2.2498494717761037,-1.8414088818821028
lstm,fold_3,2024,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5356686183457837,0.5204918032786885,0.10557671728680242,14.908665847401341,12.385940305731319,0.5254391278013325,0.5122950819672131,0.06611281786359825,11.76287652473437,9.345485082761183,1.0229490544451214,0.8196721311475419,0.03946389942320416,3.145789322666971,3.0404552229701363
lstm,fold_4,2025,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5458333333333334,0.5470085470085471,0.09204423029277109,11.044322116160856,8.462205713366647,0.4978070175438597,0.49572649572649574,-0.00444350537315571,11.396107991831585,8.906781467196803,4.80263157894737,5.128205128205132,0.0964877356659268,-0.3517858756707284,-0.444575753830156
cnn,fold_1,2022,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.4698896774646898,0.48333333333333334,-0.06169490250078081,27.868752974337493,22.38825423798224,0.48035977794954676,0.5,-0.04182682831913275,26.316166764225198,21.728971076177825,-1.047010048485697,-1.6666666666666663,-0.019868074181648057,1.5525862101122954,0.6592831618044137
cnn,fold_2,2023,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5755893640350878,0.5743801652892562,0.15100807113150808,19.584427959322984,16.10277062357698,0.5482456140350878,0.5454545454545454,0.09673016668133488,19.590402696475522,16.244158597591955,2.734375,2.892561983471076,0.05427790445017319,-0.0059747371525382675,-0.14138797401497527
cnn,fold_3,2024,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5497341678444041,0.5368852459016393,0.1270480874677439,29.18865254264752,23.97421511423684,0.5169930681741706,0.5,0.060538897542976734,29.277054232657086,24.865769731923187,3.274109967023353,3.688524590163933,0.06650918992476718,-0.08840169000956521,-0.8915546176863458
cnn,fold_4,2025,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5449561403508771,0.5427350427350427,0.09122542850965049,24.688426600559872,19.144502239355415,0.5263157894736842,0.5213675213675214,0.05699879733806412,26.854468691897377,20.604988532180464,1.8640350877192957,2.136752136752129,0.034226631171586364,-2.1660420913375056,-1.460486292825049
lstm_cnn,fold_1,2022,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.47962195207645275,0.4708333333333333,-0.04109095798288295,26.20726641535771,20.521915461890426,0.5024945541423652,0.5083333333333333,0.004989108284730518,26.615530917581612,21.367779169238922,-2.287260206591246,-3.749999999999998,-0.04608006626761347,-0.40826450222390065,-0.8458637073484958
lstm_cnn,fold_2,2023,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5409128289473684,0.5371900826446281,0.08232363330036024,19.882835639444295,16.16731922605694,0.5511239035087719,0.5454545454545454,0.10397217491665829,20.821159117411323,16.893794916696496,-1.0211074561403577,-0.8264462809917328,-0.021648541616298048,-0.9383234779670282,-0.7264756906395569
lstm_cnn,fold_3,2024,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5255400767211791,0.5081967213114754,0.0952311272306786,30.51332536063298,25.434364090403548,0.5392691298203109,0.5245901639344263,0.11193577215643705,25.334611803328354,20.620566705224924,-1.372905309913186,-1.6393442622950838,-0.016704644925758447,5.178713557304626,4.813797385178624
lstm_cnn,fold_4,2025,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5572368421052631,0.5512820512820513,0.1289972283532999,38.800451330459566,29.643278068074036,0.5581140350877193,0.5512820512820513,0.13700809108126272,43.35018472842986,32.782642572336215,-0.08771929824561431,0.0,-0.008010862727962809,-4.549733397970293,-3.139364504262179
lstm_attention,fold_1,2022,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.4570655610990092,0.44583333333333336,-0.08744060259609504,22.749613395759976,18.118092755079267,0.5066052982924601,0.45416666666666666,0.05129253255737497,37.769335472885786,33.490593067302775,-4.953973719345095,-0.8333333333333304,-0.13873313515347002,-15.01972207712581,-15.372500312223508
lstm_attention,fold_2,2023,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5515350877192983,0.5413223140495868,0.10971931256560039,20.144491516383578,16.06635055982526,0.5727110745614035,0.5743801652892562,0.14549695091218998,19.74036512201195,16.2302374350122,-2.11759868421052,-3.3057851239669422,-0.03577763834658959,0.4041263943716267,-0.16388687518693956
lstm_attention,fold_3,2024,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5519886937209771,0.5409836065573771,0.12276525247135649,21.9670798075078,17.91371625878087,0.5470421966484958,0.5368852459016393,0.10796446606688857,26.438998488425998,22.402956369732248,0.4946497072481293,0.4098360655737765,0.014800786404467914,-4.471918680918197,-4.489240110951378
lstm_attention,fold_4,2025,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5030701754385966,0.5,0.006322039906912637,23.21056327477388,18.263680131674832,0.5182017543859649,0.5085470085470085,0.055221775315869207,39.45854000147318,31.18863530865794,-1.5131578947368385,-0.8547008547008517,-0.04889973540895657,-16.247976726699303,-12.924955176983108
lstm_cnn_attention,fold_1,2022,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.4714004637762631,0.4708333333333333,-0.05687033369848148,36.9100952599249,30.335783971977428,0.47811116576487944,0.48333333333333334,-0.04370402546279677,36.285745376803945,29.719429246414744,-0.6710701988616341,-1.250000000000001,-0.013166308235684716,0.6243498831209564,0.6163547255626831
lstm_cnn_attention,fold_2,2023,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5320038377192983,0.5206611570247934,0.06934560875759532,29.065290280682603,24.082326027442374,0.5169270833333333,0.5082644628099173,0.03540056955355201,28.21056721778688,23.26145906019603,1.5076754385965008,1.2396694214876103,0.03394503920404331,0.8547230628957223,0.8208669672463422
lstm_cnn_attention,fold_3,2024,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5848307423110573,0.5737704918032787,0.2003179297607053,34.73134636932522,27.697690943799042,0.5795477488390874,0.569672131147541,0.18068680615743768,34.617841670874085,28.089103718912014,0.528299347196981,0.4098360655737654,0.01963112360326763,0.11350469845113764,-0.3914127751129719
lstm_cnn_attention,fold_4,2025,shuffled_vs_market,Global-Numeric-Shuffled-News,Market-Only,0.5585526315789473,0.5512820512820513,0.14177799493482382,58.47524940328227,44.290106860052816,0.549780701754386,0.5427350427350427,0.11889315084359446,56.9096103436276,42.849509257507115,0.877192982456132,0.8547008547008628,0.02288484409122936,1.5656390596546714,1.4405976025457008
