model,fold,test_year,contrast,treatment_arm,control_arm,balanced_accuracy_treatment,direction_accuracy_treatment,mcc_treatment,rmse_treatment,mae_treatment,balanced_accuracy_control,direction_accuracy_control,mcc_control,rmse_control,mae_control,balanced_accuracy_delta_pp,direction_accuracy_delta_pp,mcc_delta,rmse_delta,mae_delta
lstm,fold_2,2023,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5373492324561404,0.5537190082644629,0.09078009129286156,12.998561306617965,10.533375788181443,0.5649671052631579,0.5702479338842975,0.1321254984195604,10.47835084787642,8.299780497039785,-2.761787280701744,-1.6528925619834656,-0.04134540712669883,2.520210458741545,2.2335952911416577
lstm,fold_3,2024,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5172286156538125,0.5040983606557377,0.04477481844730464,13.512984206228388,10.847737938862828,0.5356686183457837,0.5204918032786885,0.10557671728680242,14.908665847401341,12.385940305731319,-1.8440002691971213,-1.6393442622950838,-0.06080189883949778,-1.3956816411729527,-1.5382023668684912
lstm,fold_4,2025,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.47850877192982455,0.4700854700854701,-0.0570694144736635,13.472887995121775,10.61668931781128,0.5458333333333334,0.5470085470085471,0.09204423029277109,11.044322116160856,8.462205713366647,-6.732456140350884,-7.692307692307699,-0.1491136447664346,2.428565878960919,2.154483604444634
lstm_attention,fold_1,2022,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.4652870493991989,0.44583333333333336,-0.0741840458334847,23.627278652752253,18.379724005687297,0.4570655610990092,0.44583333333333336,-0.08744060259609504,22.749613395759976,18.118092755079267,0.8221488300189705,0.0,0.013256556762610339,0.8776652569922767,0.26163125060802983
lstm_attention,fold_2,2023,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5256990131578947,0.5165289256198347,0.054046334467449685,21.453524426368617,17.078808661713982,0.5515350877192983,0.5413223140495868,0.10971931256560039,20.144491516383578,16.06635055982526,-2.5836074561403577,-2.4793388429752095,-0.0556729780981507,1.3090329099850386,1.012458101888722
lstm_attention,fold_3,2024,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5661551921394441,0.5532786885245902,0.16899630579268238,22.408843478962805,18.172253789921253,0.5519886937209771,0.5409836065573771,0.12276525247135649,21.9670798075078,17.91371625878087,1.4166498418466955,1.2295081967213073,0.04623105332132589,0.4417636714550035,0.2585375311403837
lstm_attention,fold_4,2025,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5116228070175438,0.5085470085470085,0.02393343679045498,23.641338364629895,18.75376443277516,0.5030701754385966,0.5,0.006322039906912637,23.21056327477388,18.263680131674832,0.8552631578947256,0.8547008547008517,0.017611396883542345,0.43077508985601654,0.4900843011003282
lstm_cnn,fold_1,2022,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.4958892558499052,0.5,-0.008196186044954768,27.157895518494936,21.01946754377412,0.47962195207645275,0.4708333333333333,-0.04109095798288295,26.20726641535771,20.521915461890426,1.6267303773452424,2.9166666666666674,0.03289477193792818,0.9506291031372243,0.4975520818836934
lstm_cnn,fold_2,2023,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5526315789473684,0.5495867768595041,0.10560749364557687,20.056865136203943,15.864006362929747,0.5409128289473684,0.5371900826446281,0.08232363330036024,19.882835639444295,16.16731922605694,1.171875,1.2396694214875992,0.023283860345216623,0.17402949675964763,-0.30331286312719286
lstm_cnn,fold_3,2024,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5504071606433811,0.5368852459016393,0.1334186961337341,28.342002044317134,22.748721493136674,0.5255400767211791,0.5081967213114754,0.0952311272306786,30.51332536063298,25.434364090403548,2.486708392220205,2.868852459016391,0.03818756890305551,-2.1713233163158456,-2.685642597266874
lstm_cnn,fold_4,2025,observed_vs_shuffled,Observed-News,Global-Numeric-Shuffled-News,0.5451754385964912,0.5384615384615384,0.10584525837731089,42.129215571412864,32.69479580006894,0.5572368421052631,0.5512820512820513,0.1289972283532999,38.800451330459566,29.643278068074036,-1.206140350877194,-1.2820512820512886,-0.02315196997598902,3.328764240953298,3.0515177319949025
