inner_fold,validation_year,seed,variant,aligned_balanced_accuracy,placebo_balanced_accuracy,aligned_gate_mean,aligned_gate_median,placebo_gate_mean,placebo_gate_median,final_epoch_gate_target_rate
inner_2021,2021,123,random_control_fcg,0.5031705107658002,0.5223329384711867,0.5550817251205444,0.5439180135726929,0.46702146530151367,0.47330546379089355,0.38999998569488525
inner_2021,2021,123,matched_control_fcg,0.5238659326876176,0.49777019023064595,0.574834942817688,0.5812569856643677,0.5080026388168335,0.48770809173583984,0.3958333432674408
